安眠穴	anmianxue
暗适应曲线	anshiyingquxian
暗示治疗	anshizhiliao
桉树果	anshuguo
氨水烧伤	anshuishaoshang
安泰酮	antaitong
安胎药	antaiyao
安慰剂	anweiji
安慰剂效应	anweijixiaoying
安息香	anxixiang
氨酰胆碱	anxiandanjian
桉叶	anye
桉油	anyou
按之至骨者肾气也	anzhizhiguzheshenqiye
昂天莲	angtianlian
凹玻片	aobopian
奥伯试验	aoboshiyan
奥迪括约肌成形术	aodikuoyuejichengxingshu
奥迪括约肌切开术	aodikuoyuejiqiekaishu
奥迪括约肌狭窄	aodikuoyuejixiazhai
奥尔布赖特综合征	aoerbulaitezonghezheng
奥尔德里奇综合征	aoerdeliqizonghezheng
奥尕	aoga
凹裂毛麝香	aoliemaoshexiang
凹朴皮	aopupi
傲然自得	aoranzide
奥斯皮茨征	aosipicizheng
凹瓦韦	aowawei
凹陷瘢痕	aoxianbanhen
巴巴花	babahua
八宝丹胶囊	babaodanjiaonang
巴比妥类静脉麻醉药	babituoleijingmaimazuiyao
巴宾斯基反射	babinsijifanshe
巴旦杏仁	badanxingren
靶点	badian
巴东岩白菜	badongyanbaicai
巴豆壳	badouke
巴豆树根	badoushugen
巴豆霜	badoushuang
巴豆箱	badouxiang
巴豆叶	badouye
巴豆油	badouyou
拔毒草	baducao
拔毒膏	badugao
拔都化腐生肌药	baduhuafushengjiyao
拔毒散	badusan
八段锦	baduanjin
巴尔比亚尼环	baerbiyanihuan
巴尔比亚尼染色体	baerbiyaniranseti
巴尔得	baerde
巴尔通体病	baertongtibing
八纲	bagang
八纲辨证	bagangbianzheng
八股绳	bagusheng
拔管	baguan
巴戟肉	bajirou
巴戟天	bajitian
八角枫	bajiaofeng
八角枫根	bajiaofenggen
八角枫花	bajiaofenghua
八角枫叶	bajiaofengye
八角茴香	bajiaohuixiang
八角茴香油	bajiaohuixiangyou
八角金盘	bajiaojinpan
八角莲	bajiaolian
八角莲叶	bajiaolianye
八角乌	bajiaowu
八角香	bajiaoxiang
八节毛	bajiemao
巴兰斯征	balansizheng
巴雷特食管	baleiteshiguan
八楞麻	balengma
八楞木	balengmu
八厘麻	balima
巴黎学派	balixuepai
巴洛综合征	baluozonghezheng
巴茅根	bamaogen
拔毛狂	bamaokuang
拔毛试验	bamaoshiyan
八目鳗	bamuman
菝契	baqi
菝葜	baqia
菝葜叶	baqiaye
巴氏胎儿水肿综合征	bashitaiershuizhongzonghezheng
巴氏小体	bashixiaoti
巴斯刷牙法	basishuayafa
拔髓针	basuizhen
巴特尔征	bateerzheng
霸王鞭	bawangbian
霸王根	bawanggen
霸王七	bawangqi
八味地黄丸	baweidihuangwan
靶细胞	baxibao
巴西副球孢子菌	baxifuqiubaozijun
巴西尼疝修补术	baxinishanxiubushu
巴西诺卡菌	baxinuokajun
巴西天疱疮	baxitianpaochuang
八仙草	baxiancao
八仙长寿丸	baxianchangshouwan
八仙过海	baxianguohai
八仙花	baxianhua
拔牙后并发症	bayahoubingfazheng
拔牙钳	bayaqian
拔牙学	bayaxue
鲃鱼	bayu
八月瓜	bayuegua
八月札	bayuezha
八月炸	bayuezha
巴掌草	bazhangcao
八爪金龙	bazhaojinlong|bazhuajinlong
八珍颗粒	bazhenkeli
八珍汤	bazhentang
八珍益母丸	bazhenyimuwan
八正木通与车前	bazhengmutongyucheqian
八正散	bazhengsan
靶组织反应	bazuzhifanying
白八角莲	baibajiaolian
白板说	baibanshuo
白贝	baibei
白贝齿	baibeichi
白背青荚叶	baibeiqingjiaye
白背三七	baibeisanqi
白背小报春	baibeixiaobaochun
白背叶	baibeiye
白背叶根	baibeiyegen
白萆薢	baibixie
白扁豆	baibiandou
白驳风病	baibofengbing
百部	baibu
百部还魂	baibuhuanhun
百步还阳丹	baibuhuanyangdan
白补药	baibuyao
白参	baishen|baican
白草	baicao
白草莓	baicaomei
百草霜	baicaoshuang
白侧耳	baiceer
白常山	baichangshan
百齿卫矛	baichiweimao
白丑	baichou
白刺花	baicihua
白刺花叶	baicihuaye
白带草	baidaicao
白蝶花	baidiehua
摆动负重相	baidongfuzhongxiang
摆动假说	baidongjiashuo
白豆蔻	baidoukou
白肚	baidu
败毒草	baiducao
白独活	baiduhuo
败毒散	baidusan
白对节子叶	baiduijieziye
白垩	baie
白鹅膏	baiegao
白垩铁线蕨	baietiexianjue
白矾	baifan
白饭树根	baifanshugen
白痱	baifei
百分等级	baifendengji
白粉蝶	baifendie
白腹锦鸡	baifujinji
白茯苓	baifuling
白附片	baifupian
白附子	baifuzi
柏根白皮	baigenbaipi
稗根苗	baigenmiao
白骨走马	baiguzouma
白桂	baigui
白鬼笔	baiguibi
白桂木根	baiguimugen
白果根	baiguogen
白果槲寄生	baiguohujisheng
白果仁	baiguoren
白果叶	baiguoye
白蒿	baihao
白蒿花	baihaohua
百合病	baihebing
白河车	baiheche
百合固金二地黄	baihegujinerdihuang
百合固金汤	baihegujintang
百合花	baihehua
白鹤菌	baihejun
白鹤灵芝	baihelingzhi
白何首乌	baiheshouwu
白鹤藤根	baihetenggen
百合子	baihezi
白喉	baihou
白虎承气汤	baihuchengqitang
白虎膏知甘草粳	baihugaozhigancaojing
白虎加仓术汤	baihujiacangzhutang
白虎加桂枝汤	baihujiaguizhitang
白虎加人参汤	baihujiarenshentang
白胡椒	baihujiao
白虎汤	baihutang
白滑	baihua
白化病	baihuabing
白花菜	baihuacai
白花菜子	baihuacaizi
白花草	baihuacao
白花穿心莲	baihuachuanxinlian
白花丹	baihuadan
白花丁香	baihuadingxiang
白花鹅掌柴	baihuaezhangchai
白花鬼针草	baihuaguizhencao
白花坚荚树	baihuajianjiashu
百花锦蛇	baihuajinshe
白花九里明	baihuajiuliming
白花蛇	baihuashe
白花射干	baihuashegan
白花蛇目睛	baihuashemujing
白花蛇舌草	baihuasheshecao
白花蛇头	baihuashetou
白花藤	baihuateng
白花甜蜜蜜	baihuatianmimi
白花苋	baihuaxian
白花映山红	baihuayingshanhong
白花猪母菜	baihuazhumucai
败火草	baihuocao
白芨	baiji
白及	baiji
白及粉	baijifen
白蒺藜	baijili
白鸡屎藤	baijishiteng
白暨豚	baijitun
白鸡肫	baijizhun
败酱	baijiang
白降	baijiang
白僵蚕	baijiangcan
败酱草	baijiangcao
白降丹	baijiangdan
白胶木	baijiaomu
白胶香	baijiaoxiang
白芥	baijie
白接骨	baijiegu
百解马兜铃	baijiemadouling
百解藤	baijieteng
白芥子	baijiezi
白金果榄	baijinguolan
白睛	baijing
白睛青蓝病	baijingqinglanbing
白睛溢血病	baijingyixuebing
白酒草	baijiucao
白九股牛	baijiuguniu
白苣	baiju
白菊花	baijuhua
白克马叶	baikemaye
白蔻	baikou
白蔻仁	baikouren
白辣蓼	bailaliao
白蓝翠雀花	bailancuiquehua
白兰花	bailanhua
白兰花叶	bailanhuaye
白郎花	bailanghua
白榔皮	bailangpi
百劳	bailao
百乐眠胶囊	bailemianjiaonang
白簕枝叶	bailezhiye
白雷丸	baileiwan
白冷草	bailengcao
白栎蔀	bailibu
百里霜	bailishuang
白蔹	bailian
白敛	bailian
白蔹子	bailianzi
百两金	bailiangjin
白粱米	bailiangmi
白淋草	bailincao
百灵草	bailingcao
白蛉叮咬	bailingdingyao
百令胶囊	bailingjiaonang
白铃子	bailingzi
白柳	bailiu
白龙穿彩	bailongchuancai
白螺蛳壳	bailuosike
白绿叶	bailvye
白绿叶果实	bailvyeguoshi
白马骨	baimagu
白马鬃铃花	baimazonglinghua
百脉根	baimaigen
白茅根	baimaogen
白茅花	baimaohua
白毛舌	baimaoshe
白毛蛇	baimaoshe
白毛藤	baimaoteng
白毛藤根	baimaotenggen
白毛委陵菜	baimaoweilingcai
白茅针	baimaozhen
白梅	baimei
白梅花	baimeihua
白蜜	baimi
稗米	baimi
白膜侵睛病	baimoqinjingbing
白木	baimu
白木耳	baimuer
白楠木	bainanmu
白腻	baini
白尼参	bainican
白念珠菌	bainianzhujun
白牛胆	bainiudan
白牛胆根	bainiudangen
白牛尾七	bainiuweiqi
白牛膝	bainiuxi
白皮	baipi
白皮柯	baipike
白平子	baipingzi
白婆婆纳	baipopona
白前	baiqian
白千层皮	baiqiancengpi
白千层叶	baiqiancengye
白千层油	baiqiancengyou
白前甘草共为末	baiqiangancaogongweimo
白枪杆	baiqianggan
白枪杆根	baiqianggangen
白茄根	baiqiegen
白求	baiqiu
白屈菜	baiqucai
白屈菜根	baiqucaigen
百日草	bairicao
百日咳	bairike
白乳菇	bairugu
百蕊草	bairuicao
百蕊草根	bairuicaogen
白塞综合征	baisaizonghezheng
白散	baisan
白涩病	baisebing
白色海绵状斑痣	baisehaimianzhuangbanzhi
白色糠疹	baisekangzhen
白色毛结节菌病	baisemaojiejiejunbing
白色皮片	baisepipian
白色皮片排斥	baisepipianpaichi
白色皮片缺血	baisepipianquexue
白色水肿	baiseshuizhong
白色体	baiseti
白色萎缩	baiseweisuo
白色血栓	baisexueshuan
白沙虫药	baishachongyao
白沙蒿	baishahao
白沙糖	baishatang
白山蓼	baishanliao
白山苔	baishantai
白商陆	baishanglu
白芍	baishao
白芍麸炒	baishaofuchao
白芍生	baishaosheng
百舌鸟	baisheniao
白升麻	baishengma
白石花	baishihua
白石榴根	baishiliugen
白石榴花	baishiliuhua
白石英	baishiying
白石脂	baishizhi
白首乌	baishouwu
柏树根	baishugen
柏树果	baishuguo
白薯莨	baishulang|baishuliang
柏树叶	baishuye
柏树油	baishuyou
白松塔	baisongta
白苏	baisu
白苏梗	baisugeng
白苏叶	baisuye
白苏子	baisuzi
白苏子油	baisuziyou
白苔	baitai
白檀	baitan
白藤	baiteng
白通汤	baitongtang
白透骨消	baitouguxiao
白头翁	baitouweng
白头翁花	baitouwenghua
白头翁加甘草阿胶汤	baitouwengjiagancaoejiaotang
白头翁茎叶	baitouwengjingye
白头翁汤	baitouwengtang
白头翁汤治热痢	baitouwengtangzhireli
白头须	baitouxu
白秃疮病	baituchuangbing
白土茯苓	baitufuling
白兔根	baitugen
白土苓	baituling
白薇	baiwei
白微	baiwei
百味参	baiweican
白细胞隔离	baixibaogeli
白细胞功能相关抗原	baixibaogongnengxiangguankangyuan
白细胞共同抗原	baixibaogongtongkangyuan
白细胞介素	baixibaojiesu
白细胞聚集体	baixibaojujiti
白细胞抗原	baixibaokangyuan
白细胞抗原配型	baixibaokangyuanpeixing
白细胞抗原相同同胞	baixibaokangyuanxiangtongtongbao
白细胞粘着反应	baixibaonianzhefanying
白细胞凝集素	baixibaoningjisu
白细胞三烯	baixibaosanxi
白细胞调节素	baixibaotiaojiesu
白细胞移动抑制因子	baixibaoyidongyizhiyinzi
白细胞抑制因子	baixibaoyizhiyinzi
白苋	baixian
白鹇	baixian
白仙茅	baixianmao
白鲜皮	baixianpi
白线疝	baixianshan
白线蛇	baixianshe
白线薯	baixianshu
百芯草	baixincao
白癣	baixuan
败血冲心证	baixuechongxinzheng
败血入胞证	baixuerubaozheng
败血症	baixuezheng
白鸭肉	baiyarou
百眼藤	baiyanteng
白杨树根皮	baiyangshugenpi
白杨树皮	baiyangshupi
白杨叶	baiyangye
白杨枝	baiyangzhi
白药	baiyao
百药煎	baiyaojian
白药子	baiyaozi
白叶不翻	baiyebufan
白叶火草	baiyehuocao
柏叶汤	baiyetang
白叶藤	baiyeteng
白英	baiying
白颖苔草	baiyingtaicao
白鱼	baiyu
败育卵	baiyuluan
白鱼尾	baiyuwei
白鱼尾果	baiyuweiguo
白云瓜	baiyungua
白云瓜梗	baiyunguageng
白云瓜花	baiyunguahua
白云瓜皮	baiyunguapi
白云瓜叶	baiyunguaye
白云花根	baiyunhuagen
柏脂	baizhi
白芷	baizhi
白质	baizhi
柏枝节	baizhijie
白芷叶	baizhiye
白术	baizhu
白猪鼻孔	baizhubikong
白术冬术	baizhudongshu
白猪栗	baizhuli
白猪栗根	baizhuligen
白猪母菜	baizhumucai
白术散	baizhusan
白朱砂莲	baizhushalian
白术芍药散	baizhushaoyaosan
白珠树	baizhushu
柏子仁	baiziren
柏子养心汤	baiziyangxintang
柏子养心丸	baiziyangxinwan
百足藤	baizuteng
斑鳌	banao
半保留复制	banbaoliufuzhi
半暴露疗法	banbaoluliaofa
半闭式装置	banbishizhuangzhi
半鼻再造术	banbizaizaoshu
半边菜	banbiancai
半边风	banbianfeng
半边莲	banbianlian
半边藕	banbianou
半边旗	banbianqi
半边钱	banbianqian
半边山	banbianshan
半边苏	banbiansu
半表半里	banbiaobanli
斑驳病	banbobing
半不育	banbuyu
斑楮头红	banchutouhong
半春莲	banchunlian
伴刀豆凝集素	bandaodouningjisu
伴刀豆球蛋白	bandaodouqiudanbai
半导体激光疗法	bandaotijiguangliaofa
斑点虎耳草	bandianhuercao
斑点杂交	bandianzajiao
半枫荷	banfenghe
半枫荷根	banfenghegen
半枫荷叶	banfengheye
半固定桥	bangudingqiao
半固定桥连接体	bangudingqiaolianjieti
半关节成形术	banguanjiechengxingshu
半规管	banguiguan
半合子	banhezi
瘢痕	banhen
瘢痕癌	banhenai
瘢痕疙瘩	banhengeda
瘢痕疙瘩性痤疮	banhengedaxingcuochuang
瘢痕疙瘩性芽生菌病	banhengedaxingyashengjunbing
瘢痕挛缩	banhenluansuo
瘢痕切除术	banhenqiechushu
瘢痕上皮	banhenshangpi
瘢痕松解植皮术	banhensongjiezhipishu
瘢痕体质	banhentizhi
瘢痕形成	banhenxingcheng
瘢痕性睑外翻	banhenxingjianwaifan
瘢痕性脱发	banhenxingtuofa
瘢痕组织	banhenzuzhi
瘢痕组织填充法	banhenzuzhitianchongfa
斑花杓兰	banhuabiaolan
斑黄阳毒皆可治	banhuangyangdujiekezhi
扳机指	banjizhi
半解剖式牙	banjiepoushiya
半截叶	banjieye
半精密支托	banjingmizhituo
斑鸠	banjiu
斑鸠菊	banjiuju
斑鸠木	banjiumu
斑鸠占	banjiuzhan
斑鸠占叶	banjiuzhanye
半开放装置	bankaifangzhuangzhi
半抗原	bankangyuan
半抗原抗体凝聚物	bankangyuankangtiningjuwu
半抗原抑制试验	bankangyuanyizhishiyan
半抗原载体复合物	bankangyuanzaitifuhewu
坂口反应	bankoufanying
斑块	bankuai
斑块状副银屑病	bankuaizhuangfuyinxiebing
半拉子	banlazi
板蓝根	banlangen
板兰根	banlangen
板兰根颗粒	banlangenkeli
板栗	banli
板栗壳	banlike
斑马状色素沉着	banmazhuangsesuchenzhuo
半埋入横褥式缝合	banmairuhengrushifenghe
斑茅	banmao
斑蝥	banmao
斑蟊	banmao
斑茅花	banmaohua
斑蝥皮炎	banmaopiyan
瓣膜变形	banmobianxing
瓣膜成形术	banmochengxingshu
瓣膜破裂	banmopolie
瓣膜切开术	banmoqiekaishu
瓣膜置换术	banmozhihuanshu
半脾移植	banpiyizhi
半桥粒	banqiaoli
半切牙术	banqieyashu
半球形乳房	banqiuxingrufang
半乳糖血症	banrutangxuezheng
瓣蕊唐松草	banruitangsongcao
斑色胎儿	bansetaier
伴蛇莲	banshelian
半舌切除术	bansheqiechushu
斑氏环路	banshihuanlu
半数致死面积	banshuzhisimianji
半蒴苣苔	banshuojutai
伴随免疫	bansuimianyi
伴随性负电位变化	bansuixingfudianweibianhua
半天雷	bantianlei
斑贴试验	bantieshiyan
半同胞	bantongbao
半脱拉	bantuola
半脱位	bantuowei
半夏	banxia
半夏白木天麻汤	banxiabaimutianmatang
半夏白术天麻汤	banxiabaizhutianmatang|banxiabaishutianmatang
半夏参草大枣姜	banxiacancaodazaojiang
半夏厚朴汤	banxiahoupotang|banxiahouputang
半夏厚朴痰气疏	banxiahouputanqishu|banxiahoupotanqishu
半夏曲	banxiaqu
半夏人参甘草从	banxiarenshengancaocong
半夏人参橘茯苓	banxiarenshenjufuling
半夏糖浆	banxiatangjiang
半夏泻心黄连芩	banxiaxiexinhuanglianqin
半夏泻心汤	banxiaxiexintang
瓣修复术	banxiufushu
斑叶堇菜	banyejincai
斑叶兰	banyelan
斑釉牙	banyouya
半圆盖阴石蕨	banyuangaiyinshijue
半月板切除术	banyuebanqiechushu
半月线疝	banyuexianshan
斑蛰	banzhe
斑疹	banzhen
斑疹伤寒	banzhenshanghan
斑疹伤寒小结	banzhenshanghanxiaojie
斑痣	banzhi
半肢畸形	banzhijixing
半支莲	banzhilian
半枝莲	banzhilian
斑痣性错构瘤病	banzhixingcuogouliubing
瓣中瓣人工瓣植入术	banzhongbanrengongbanzhirushu
瓣周漏	banzhoulou
斑竹根	banzhugen
半柱花	banzhuhua
斑竹壳	banzhuke
斑状萎缩	banzhuangweisuo
斑状硬斑病	banzhuangyingbanbing
半椎体	banzhuiti|banchuiti
棒棒草	bangbangcao
棒棒木	bangbangmu
蚌粉	bangfen
榜嘎	bangga
蚌花	banghua
蚌壳草根	bangkecaogen
蚌兰花	banglanhua
蚌兰叶	banglanye
蚌泪	banglei
蚌肉	bangrou
邦威尔三角	bangweiersanjiao
胞壁酰二肽	baobixianertai
薄层培养	baocengpeiyang
保产无忧散	baochanwuyousan
保持曲线	baochiquxian
保持性复述	baochixingfushu
暴喘病	baochuanbing
报春花	baochunhua
保存液	baocunye
报道基因	baodaojiyin
鲍恩病	baoenbing
鲍恩样丘疹病	baoenyangqiuzhenbing
暴发性生殖器坏疽	baofaxingshengzhiqihuaiju
暴发性紫癜	baofaxingzidian
饱饭花枝叶	baofanhuazhiye
保肺清心治暑淫	baofeiqingxinzhishuyin
孢粉素	baofensu
暴风客热病	baofengkerebing
保妇康栓	baofukangshuan
包袱七	baofuqi
抱负水平	baofushuiping
宝盖草	baogaicao
胞肛	baogang
胞宫	baogong
胞宫寒凝证	baogonghanningzheng
胞宫虚寒证	baogongxuhanzheng
豹骨	baogu
包涵囊肿	baohannangzhong
胞核	baohe
保和神曲与山楂	baoheshenquyushanzha
保和丸	baohewan
保护性胶体学说	baohuxingjiaotixueshuo
保护性抗原	baohuxingkangyuan
保护性免疫	baohuxingmianyi
胞间连丝	baojianliansi
胞间桥	baojianqiao
胞睑外翻病	baojianwaifanbing
胞间隙	baojianxi
胞间运输	baojianyunshu
暴厥	baojue
胞口	baokou
包块型	baokuaixing
暴力牵引	baoliqianyin
爆裂骨折	baolieguzhe
爆裂性骨折	baoliexingguzhe
暴聋	baolong
暴聋病	baolongbing
暴露疗法	baoluliaofa
胞轮振跳病	baolunzhentiaobing
暴马子	baomazi
包埋材模型	baomaicaimoxing
包埋剂	baomaiji
暴盲	baomang
暴盲病	baomangbing
胞门	baomen
胞膜	baomo
包膜蛋白基因	baomodanbaijiyin
包膜挛缩	baomoluansuo
包膜下肾切除术	baomoxiashenqiechushu
孢母细胞	baomuxibao
胞囊	baonang
孢囊	baonang
胞囊孢子	baonangbaozi
胞内共生	baoneigongsheng
胞内小管	baoneixiaoguan
胞内运输	baoneiyunshu
包皮背侧切开术	baopibeiceqiekaishu
包皮变应性水肿	baopibianyingxingshuizhong
豹皮菇	baopigu
包皮环切	baopihuanqie
豹皮樟	baopizhang
暴仆	baopu
苞蔷薇根	baoqiangweigen
豹肉	baorou
鸨肉	baorou
胞肉粘轮病	baorouzhanlunbing
胞生痰核病	baoshengtanhebing
暴受惊恐证	baoshoujingkongzheng
保守性聚焦	baoshouxingjujiao
抱树莲	baoshulian
胞吐	baotu
暴吐病	baotubing
胞吐作用	baotuzuoyong
胞吞	baotun
胞吞作用	baotunzuoyong
暴脱	baotuo
胞外连丝	baowailiansi
暴泻	baoxie
暴泻病	baoxiebing
胞虚如球病	baoxuruqiubing
胞咽	baoyan
豹药藤	baoyaoteng
胞衣	baoyi
胞衣不下	baoyibuxia
胞衣不下病	baoyibuxiabing
胞饮	baoyin
暴瘖	baoyin
保阴煎	baoyinjian
胞饮作用	baoyinzuoyong
保育培养	baoyupeiyang
保元汤	baoyuantang
孢原细胞	baoyuanxibao
包扎疗法	baozaliaofa
胞脏	baozang
爆炸伤	baozhashang
爆仗竹	baozhangzhu
胞质	baozhi
胞质分裂	baozhifenlie
胞质环流	baozhihuanliu
胞质局部分裂	baozhijubufenlie
胞质桥	baozhiqiao
胞质溶胶	baozhirongjiao
胞质体	baozhiti
胞质运动	baozhiyundong
胞质杂种	baozhizazhong
胞肿如桃病	baozhongrutaobing
暴注	baozhu
包装缺陷突变体	baozhuangquexiantubianti
包装细胞株	baozhuangxibaozhu
包装信号	baozhuangxinhao
孢子发生	baozifasheng
孢子丝菌病	baozisijunbing
孢子同型	baozitongxing
孢子形成	baozixingcheng
豹子眼睛果	baoziyanjingguo
孢子异型	baoziyixing
孢子中壁	baozizhongbi
胞阻	baozu
北柴胡	beichaihu
北朝红参	beichaohongshen
贝齿	beichi
被动免疫	beidongmianyi
被动凝集	beidongningji
被动运动	beidongyundong
被动运输	beidongyunshu
被动致敏	beidongzhimin
被动转移	beidongzhuanyi
北豆根	beidougen
北方点地梅	beifangdiandimei
北风草	beifengcao
被覆粘膜	beifunianmo
贝格矫治器	beigejiaozhiqi
背根	beigen
被害妄想	beihaiwangxiang
背花疮	beihuachuang
备解素	beijiesu
背景效应	beijingxiaoying
贝克肌营养不良	beikejiyingyangbuliang
贝壳甲综合征	beikejiazonghezheng
贝克三体征	beikesantizheng
贝克斯手术	beikesishoushu
贝克痣	beikezhi
贝壳状耳	beikezhuanger
背阔肌肌皮瓣	beikuojijipiban
贝利婴儿发展量表	beiliyingerfazhanliangbiao
贝母	beimu
贝母瓜蒌散	beimugualousan
贝母花	beimuhua
贝母兰	beimulan
贝内特骨折	beineiteguzhe
贝内特角	beineitejiao
贝内特运动	beineiteyundong
北沙参	beishashen
被试变量	beishibianliang
钡石灰	beishihui
北丝石竹	beisishizhu
背驮式肝移植	beituoshiganyizhi
杯苋	beixian
杯苋根	beixiangen
北玄参	beixuanshen
北野菊	beiyeju
倍音	beiyin
北鱼黄草	beiyuhuangcao
备择假设	beizejiashe
杯状耳	beizhuanger
贝子	beizi
苯胺蓝	benanlan
苯巴比妥	benbabituo
苯丙酮尿症	benbingtongniaozheng
本草品汇精要	bencaopinhuijingyao
贲门成形术	benmenchengxingshu
贲门肌切开术	benmenjiqiekaishu
本能冲动	bennengchongdong
本能论	bennenglun
本能行为	bennengxingwei
本尼迪克特公式	bennidiketegongshi
本特利调温氧合器	bentelitiaowenyangheqi
本体感受	bentiganshou
奔豚	bentun
奔豚气	bentunqi
奔豚丸	bentunwan
本托尔手术	bentuoershoushu
苯妥英龈增生	bentuoyingyinzengsheng
本原别之	benyuanbiezhi
本之不齐	benzhibuqi
本周蛋白	benzhoudanbai
本族语	benzuyu
崩疮药	bengchuangyao
绷带卷	bengdaijuan
泵校准	bengjiaozhun
崩漏病	bengloubing
绷线缝合	bengxianfenghe
荜茇	biba
荜拔	biba
荜茇根	bibagen
薜瓣	biban
鼻孢子菌病	bibaozijunbing
鼻背	bibei
臂比	bibi
闭病	bibing
痹病	bibing
荜拨	bibo
鼻部纤维性丘疹	bibuxianweixingqiuzhen
鼻侧裂	bicelie
鼻侧软骨	biceruangu
鼻侧突	bicetu
荜澄茄	bichengqie|bichengjia
鼻成形术	bichengxingshu
篦齿蒿	bichihao
鼻唇沟	bichungou
鼻唇角	bichunjiao
鼻唇囊肿	bichunnangzhong
臂丛	bicong
必当安神定志	bidanganshendingzhi
彼得森范式	bidesenfanshi
鼻疔病	bidingbing
鼻窦炎口服液	bidouyankoufuye
鼻腭管囊肿	bieguannangzhong
鼻额角	biejiao
比尔罗特	bierluote
鼻肥大	bifeida
鼻疳病	biganbing
鼻槁病	bigaobing
鼻根	bigen
鼻根部脑膨出	bigenbunaopengchu
鼻根点	bigendian
鼻根点陷凹	bigendianxianao
鼻骨骨折复位钳	biguguzhefuweiqian
闭合皮瓣	bihepiban
彼何荣势之云哉	biherongshizhiyunzai
闭合伤	biheshang
闭合性颅骨骨折	bihexingluguguzhe
闭合性气胸	bihexingqixiong
闭合引流	biheyinliu
鼻红粒病	bihonglibing
鼻后棘	bihouji
鼻后孔	bihoukong
鼻后孔闭锁	bihoukongbisuo
庇护工场	bihugongchang
臂间倒位	bijiandaowei
鼻尖蝶形切口	bijiandiexingqiekou
鼻尖肥大	bijianfeida
鼻尖形态	bijianxingtai
比较病理学	bijiaobinglixue
比较免疫学	bijiaomianyixue
比较认知	bijiaorenzhi
比较水平	bijiaoshuiping
比较心理学	bijiaoxinlixue
萆解分清石菖蒲	bijiefenqingshichangpu
闭经病	bijingbing
鼻孔底	bikongdi
闭孔肌试验	bikongjishiyan
鼻孔美容术	bikongmeirongshu
闭孔疝	bikongshan
鼻孔狭窄	bikongxiazhai
闭口印模	bikouyinmo
鼻宽	bikuan
薜荔	bili
薜荔根	biligen
薜荔汁	bilizhi
鼻梁内陷血脉损伤证	biliangneixianxuemaisunshangzheng
鼻梁形态	biliangxingtai
鼻裂	bilie
秘鲁香胶	biluxiangjiao
笔罗子	biluozi
比率量表	bilvliangbiao
比率智商	bilvzhishang
蓖麻蚕	bimacan
蓖麻根	bimagen
蓖麻叶	bimaye
蓖麻油	bimayou
蓖麻子	bimazi
鼻美容术	bimeirongshu
鼻面角	bimianjiao
臂内倒位	bineidaowei
比内智力量表	bineizhililiangbiao
避年	binian
逼尿肌反射亢进	biniaojifanshekangjin
逼尿肌无反射	biniaojiwufanshe
