阿保之劳	abaozhilao
白玉无瑕	baiyuwuxia
白玉映沙	baiyuyingsha
白玉之石	baiyuzhishi
白云苍狗	baiyuncanggou
白云孤飞	baiyungufei
白云亲舍	baiyunqinshe
百载树人	baizaishuren
败则为寇	baizeweikou
败则为虏	baizeweilu
败则为贼	baizeweizei
百战百败	baizhanbaibai
百战百胜	baizhanbaisheng
百战不殆	baizhanbudai
百丈竿头	baizhanggantou
百折不摧	baizhebucui
百折不回	baizhebuhui
百折不磨	baizhebumo
百折不挠	baizhebunao
百折不屈	baizhebuqu
百折不移	baizhebuyi
百折千回	baizheqianhui
败者为寇	baizheweikou
百治百效	baizhibaixiao
白纸黑字	baizhiheizi
百中百发	baizhongbaifa
白昼见鬼	baizhoujiangui
柏舟之节	baizhouzhijie
柏舟之誓	baizhouzhishi
柏舟之痛	baizhouzhitong
白昼做梦	baizhouzuomeng
百啭千声	baizhuanqiansheng
百拙千丑	baizhuoqianchou
败子回头	baizihuitou
百紫千红	baiziqianhong
败子三变	baizisanbian
百纵千随	baizongqiansui
百足不僵	baizubujiang
百足之虫	baizuzhichong
斑白毛皮	banbaimaopi
班班可稽	banbankeji
班班可考	banbankekao
半半拉拉	banbanlala
半半路路	banbanlulu
半壁河山	banbiheshan
半壁江山	banbijiangshan
半壁山河	banbishanhe
半臂之劳	banbizhilao
半臂之力	banbizhili
斑驳陆离	banboluli
半部论语	banbulunyu
半嗔半喜	banchenbanxi
半痴不颠	banchibudian
半筹不纳	banchoubuna
半筹不展	banchoubuzhan
半筹莫展	banchoumozhan
搬唇递舌	banchundishe
搬唇撅嘴	banchunjuezui
搬唇弄舌	banchunnongshe
半村半郭	bancunbanguo
半低不高	bandibugao
半懂不懂	bandongbudong
搬斗是非	bandoushifei
班功行赏	bangongxingshang
半含不吐	banhanbutu
半饥半饱	banjibanbao
半济而击	banjierji
班姬题扇	banjitishan
半价倍息	banjiabeixi
半间半界	banjianbanjie
半间不界	banjianbujie
半截入泥	banjieruni
半截入土	banjierutu
半解一知	banjieyizhi
半斤八两	banjinbaliang
半斤八面	banjinbamian
搬斤播两	banjinboliang
班荆道故	banjingdaogu
班荆道旧	banjingdaojiu
搬口弄舌	bankounongshe
半零不落	banlingbuluo
扳龙附凤	banlongfufeng
半路出家	banluchujia
半路修行	banluxiuxing
班门弄斧	banmennongfu
班门取罪	banmenquzui
半梦半醒	banmengbanxing
半面不忘	banmianbuwang
半面之交	banmianzhijiao
半面之旧	banmianzhijiu
半面之识	banmianzhishi
半面之雅	banmianzhiya
半明不灭	banmingbumie
搬弄是非	bannongshifei
半青半黄	banqingbanhuang
半晴半阴	banqingbanyin
半三不四	bansanbusi
半上半下	banshangbanxia
板上钉钉	banshangdingding
半上落下	banshangluoxia|banshanglaxia
板上砸钉	banshangzading
阪上走丸	banshangzouwan
半身不摄	banshenbushe
半身不遂	banshenbusui
半身入土	banshenrutu
半生半熟	banshengbanshu
半生半死	banshengbansi
半生不熟	banshengbushu
半生尝胆	banshengchangdan
半生潦倒	banshengliaodao
班师得胜	banshidesheng
班师回朝	banshihuichao
班师回俯	banshihuifu
搬是挑非	banshitiaofei
搬石砸脚	banshizajiao
伴食宰相	banshizaixiang
搬是造非	banshizaofei
班师振旅	banshizhenlv
伴食中书	banshizhongshu
半死半活	bansibanhuo
半丝半缕	bansibanlv
半死半生	bansibansheng
半死不活	bansibuhuo
半死辣活	bansilahuo
伴蒜加葱	bansuanjiacong
半糖夫妻	bantangfuqi
扳藤附葛	bantengfuge
半天朱霞	bantianzhuxia
半吐半露	bantubanlu|bantubanlou
半吐半吞	bantubantun
半涂而罢	bantuerba
半途而废	bantuerfei
半途之废	bantuzhifei
半推半就	bantuibanjiu
半吞半吐	bantunbantu
半伪半真	banweibanzhen
半文半白	banwenbanbai
半文不白	banwenbubai
半文不值	banwenbuzhi
半线性集	banxianxingji
班香宋艳	banxiangsongyan
半笑半嗔	banxiaobanchen
半新半旧	banxinbanjiu
半信半疑	banxinbanyi
半新不旧	banxinbujiu
半信不信	banxinbuxin
半羞半喜	banxiubanxi
半掩门儿	banyanmener
半夜三更	banyesangeng
半疑半信	banyibanxin
斑衣戏彩	banyixicai
扳辕卧辙	banyuanwozhe
半藏之剑	banzangzhijian
半真半假	banzhenbanjia
版筑饭牛	banzhufanniu
半子之靠	banzizhikao
半子之劳	banzizhilao
搬嘴弄舌	banzuinongshe
蚌病成珠	bangbingchengzhu
蚌病生珠	bangbingshengzhu
膀大腰圆	bangdayaoyuan
棒打鸳鸯	bangdayuanyang
帮狗吃食	banggouchishi
傍观必审	bangguanbishen
傍观冷眼	bangguanlengyan
傍观者清	bangguanzheqing
邦国殄瘁	bangguotiancui
帮虎吃食	banghuchishi
傍花随柳	banghuasuiliu
蚌壳护腕	bangkehuwan
帮懒钻闲	banglanzuanxian
傍柳随花	bangliusuihua
傍门依户	bangmenyihu
傍人篱壁	bangrenlibi
傍人篱落	bangrenliluo
傍人门户	bangrenmenhu
蚌肉大餐	bangroudacan
傍若无人	bangruowuren
榜上无名	bangshangwuming
帮手主体	bangshouzhuti
谤书一箧	bangshuyiqie
帮闲偷懒	bangxiantoulan
帮闲钻懒	bangxianzuanlan
蚌鹬相持	bangyuxiangchi
蚌鹬相争	bangyuxiangzheng
蚌鹬争衡	bangyuzhengheng
饱谙经史	baoanjingshi
饱谙世故	baoanshigu
包办代替	baobandaiti
抱宝怀珍	baobaohuaizhen
报本反始	baobenfanshi
褒贬扬抑	baobianyangyi
褒贬与夺	baobianyuduo
抱表寝绳	baobiaoqinsheng
抱冰公事	baobinggongshi
饱病难医	baobingnanyi
暴病身亡	baobingshenwang
抱布贸丝	baobumaosi
暴不肖人	baobuxiaoren
抱才而困	baocaierkun
褒采一介	baocaiyijie
抱残守缺	baocanshouque
包藏祸胎	baocanghuotai
包藏祸心	baocanghuoxin
包藏奸心	baocangjianxin
苞藏逆心	baocangnixin
饱尝世故	baochangshigu
抱诚守真	baochengshouzhen
抱成一团	baochengyituan
报仇泄恨	baochouxiehen
报仇雪耻	baochouxuechi
报仇雪恨	baochouxuehen
薄唇轻言	baochunqingyan|bochunqingyan
保存实力	baocunshili
抱打不平	baodabuping
包打天下	baodatianxia
宝刀不老	baodaobulao
宝刀藏鞘	baodaocangqiao
宝刀未老	baodaoweilao
抱独守残	baodushoucan
抱法处势	baofachushi
抱愤入地	baofenrudi
暴风暴雨	baofengbaoyu
暴风疾雨	baofengjiyu
暴风山脉	baofengshanmai
暴风纹章	baofengwenzhang
暴风要塞	baofengyaosai
暴风之怒	baofengzhinu
暴风骤雨	baofengzhouyu
抱负不凡	baofubufan
暴骨如莽	baogurumang
暴骨沙场	baogushachang
暴骨原野	baoguyuanye
保固自守	baoguzishou
抱关击柝	baoguanjituo
抱关之怨	baoguanzhiyuan
抱关执钥	baoguanzhiyue
保国安民	baoguoanmin
苞含万象	baohanwanxiang
抱撼终身	baohanzhongshen
抱撼终天	baohanzhongtian
抱恨黄泉	baohenhuangquan
抱恨泉壤	baohenquanrang
抱恨终天	baohenzhongtian
暴虎冯河	baohupinghe|baohufenghe
抱虎枕蛟	baohuzhenjiao
包荒匿瑕	baohuangnixia
抱火厝薪	baohuocuoxin
宝货难售	baohuonanshou
抱火寝薪	baohuoqinxin
抱火卧薪	baohuowoxin
抱鸡养竹	baojiyangzhu
保家卫国	baojiaweiguo
饱经沧桑	baojingcangsang
饱经风霜	baojingfengshuang
饱经风雨	baojingfengyu
饱经世变	baojingshibian
饱经世故	baojingshigu
饱经霜雪	baojingshuangxue
饱经痛苦	baojingtongku
保境息民	baojingximin
饱经忧患	baojingyouhuan
饱经忧虑	baojingyoulv
苞苴竿牍	baojugandu
苞苴公行	baojugongxing
苞苴贿赂	baojuhuilu
包举宇内	baojuyunei
暴君印记	baojunyinji
暴君之冠	baojunzhiguan
宝窟腿甲	baokutuijia
包括万象	baokuowanxiang
包揽词讼	baolancisong
宝蓝项链	baolanxianglian
宝蓝腰佩	baolanyaopei
暴雷也似	baoleiyesi
堡垒主机	baoleizhuji
饱历风霜	baolifengshuang
报李投桃	baolitoutao
暴戾之气	baolizhiqi
葆力之士	baolizhishi
暴戾恣睢	baolizisui
暴敛横坟	baolianhengfen
暴敛横赋	baolianhengfu
暴敛横征	baolianhengzheng
饱练世故	baolianshigu
抱令守律	baolingshoulv
苞笼万象	baolongwanxiang
暴露目标	baolumubiao
暴露伤口	baolushangkou
暴露无遗	baoluwuyi
包罗万汇	baoluowanhui
包罗万象	baoluowanxiang
包罗万有	baoluowanyou
宝马雕车	baomadiaoche
宝马香车	baomaxiangche
暴慢恣睢	baomanzisui
保密防谍	baomifangdie
保纳舍藏	baonashecang
暴内陵外	baoneilingwai
暴怒图腾	baonututeng
暴怒药水	baonuyaoshui
饱暖生淫	baonuanshengyin
饱暖思淫	baonuansiyin
暴虐浮躁	baonuefuzao
暴虐无道	baonuewudao
剥皮抽筋	baopichoujin
抱朴寡欲	baopuguayu
抱朴含真	baopuhanzhen
抱璞泣血	baopuqixue
抱椠怀铅	baoqianhuaiqian
抱椠书生	baoqianshusheng
包壳矿石	baoqiaokuangshi
抱屈含冤	baoquhanyuan
暴取豪夺	baoquhaoduo
抱屈衔冤	baoquxianyuan
豹群守护	baoqunshouhu
暴腮之鱼	baosaizhiyu
包山包海	baoshanbaohai
褒善贬恶	baoshanbiane
宝山空回	baoshankonghui
饱食丰衣	baoshifengyi
暴食花鼠	baoshihuashu
饱食暖衣	baoshinuanyi
暴屍于市	baoshiyushi
饱食终日	baoshizhongri
抱首鼠窜	baoshoushucuan
抱首四窜	baoshousicuan
豹死留皮	baosiliupi
抱素怀朴	baosuhuaipu
抱素怀真	baosuhuaizhen
保泰持盈	baotaichiying
抱炭希凉	baotanxiliang
暴殄轻生	baotianqingsheng
暴殄天物	baotiantianwu
暴跳如雷	baotiaorulei
抱痛西河	baotongxihe
抱痛终身	baotongzhongshen
抱头大哭	baotoudaku
豹头环眼	baotouhuanyan
抱头鼠窜	baotoushucuan
抱头痛哭	baotoutongku
抱蔓摘瓜	baowanzhaigua|baomanzhaigua
报往跋来	baowangbalai
抱瓮出灌	baowengchuguan
抱瓮灌畦	baowengguanqi
抱瓮灌园	baowengguanyuan
褒贤遏恶	baoxianee
饱飨老拳	baoxianglaoquan
宝相庄严	baoxiangzhuangyan
报效祖国	baoxiaozuguo
抱薪救焚	baoxinjiufen
抱薪救火	baoxinjiuhuo
抱薪趋火	baoxinquhuo
保形插值	baoxingchazhi
包羞忍耻	baoxiurenchi
包胥之哭	baoxuzhiku
饱学君子	baoxuejunzi
抱雪向火	baoxuexianghuo
饱学秀才	baoxuexiucai
饱学之士	baoxuezhishi
爆牙山猫	baoyashanmao
暴眼赤腮	baoyanchisai
饱扬饥附	baoyangjifu
褒衣博带	baoyibodai
饱以老拳	baoyilaoquan
褒衣危冠	baoyiweiguan
报应不爽	baoyingbushuang
保盈持泰	baoyingchitai
报应甚速	baoyingshensu
抱有成见	baoyouchengjian
抱有偏见	baoyoupianjian
暴雨护符	baoyuhufu
抱玉怀珠	baoyuhuaizhu
抱愚守迷	baoyushoumi
抱瑜握瑾	baoyuwojin
抱玉握珠	baoyuwozhu
饱饫郇厨	baoyuxunchu
鲍鱼之次	baoyuzhici
鲍鱼之肆	baoyuzhisi
包元履德	baoyuanlvde
报怨雪耻	baoyuanxuechi
报怨以德	baoyuanyide
报怨以直	baoyuanyizhi
暴殒轻生	baoyunqingsheng
抱赃叫屈	baozangjiaoqu
暴躁如雷	baozaorulei
暴涨暴跌	baozhangbaodie
暴征横敛	baozhenghenglian
豹之快捷	baozhikuaijie
抱枝拾叶	baozhishiye
豹之迅捷	baozhixunjie
豹之优雅	baozhiyouya
抱终身恨	baozhongshenhen
抱终天恨	baozhongtianhen
抱柱含谤	baozhuhanbang
报竹平安	baozhupingan
宝珠市饼	baozhushibing
抱柱之信	baozhuzhixin
包装拆器	baozhuangchaiqi
抱子弄孙	baozinongsun
鲍子知我	baozizhiwo
孢子之云	baozizhiyun
抱罪怀瑕	baozuihuaixia
悲哀衬肩	beiaichenjian
悲哀使者	beiaishizhe
悲哀之杖	beiaizhizhang
背暗投明	beiantouming
背碑覆局	beibeifuju
背本就末	beibenjiumo
背本趋末	beibenqumo
背本逐末	beibenzhumo
卑鄙龌龊	beibiwochuo
卑鄙无耻	beibiwuchi
北鄙之声	beibizhisheng
北鄙之音	beibizhiyin
北部城墙	beibuchengqiang
北部海岸	beibuhaian
北部圣殿	beibushengdian
背部突刺	beibutuci
悲不自胜	beibuzisheng
卑不足道	beibuzudao
杯残炙冷	beicanzhileng
背槽抛粪	beicaopaofen
卑谄足恭	beichanjugong|beichanzugong
备尝艰苦	beichangjianku
备尝艰难	beichangjiannan
备尝辛苦	beichangxinku
北辰星拱	beichenxinggong
背城而战	beichengerzhan
背城借一	beichengjieyi
背城一战	beichengyizhan
倍称之息	beichengzhixi
背驰于道	beichiyudao
被宠若惊	beichongruojing
悲愁垂涕	beichouchuiti
北窗高卧	beichuanggaowo
北窗之友	beichuangzhiyou
北槌哨塔	beichuishaota
卑辞厚币	beicihoubi
卑辞厚礼	beicihouli
卑辞重币	beicizhongbi|beicichongbi
悲从中来	beicongzhonglai
倍道并行	beidaobingxing
背道而驰	beidaoerchi
倍道而进	beidaoerjin
倍道而行	beidaoerxing
倍道兼进	beidaojianjin
倍道兼行	beidaojianxing
杯底逢蛇	beidifengshe
背地厮说	beidisishuo
被底鸳鸯	beidiyuanyang
北斗之尊	beidouzhizun
备多力分	beiduolifen
背恩负义	beienfuyi
背恩弃义	beienqiyi
背恩忘义	beienwangyi
备而不用	beierbuyong
被发阳狂	beifayangkuang
北方城堡	beifangchengbao
悲愤兼集	beifenjianji
悲愤交集	beifenjiaoji
悲愤填膺	beifentianying
北风裂谷	beifengliegu
北风之恋	beifengzhilian
背腹受敌	beifushoudi
备感温馨	beiganwenxin
悲歌当哭	beigedangku
悲歌击筑	beigejizhu
悲歌忼慨	beigekangkai
悲歌慷慨	beigekangkai
悲歌易水	beigeyishui
杯羹之让	beigengzhirang
卑宫菲食	beigongfeishi
杯觥交错	beigongjiaocuo
卑躬屈节	beigongqujie
卑躬屈膝	beigongquxi
卑躬屈已	beigongquyi
杯弓蛇影	beigongsheying
杯弓市虎	beigongshihu
卑躬下士	beigongxiashi
背公向私	beigongxiangsi
背公循私	beigongxunsi
北宫婴儿	beigongyinger
背公营私	beigongyingsi
卑恭自牧	beigongzimu
背故向新	beiguxiangxin
悲观论调	beiguanlundiao
悲观厌世	beiguanyanshi
北郭先生	beiguoxiansheng
背河一战	beiheyizhan
背后挚肘	beihouzhizhou
陂湖禀量	beihubingliang
悲欢合散	beihuanhesan
悲欢聚散	beihuanjusan
悲欢离合	beihuanlihe
背惠食言	beihuishiyan
背井离乡	beijinglixiang
杯酒戈矛	beijiugemao
杯酒解怨	beijiujieyuan
杯酒言欢	beijiuyanhuan
悲慨交集	beikaijiaoji
悲愧交集	beikuijiaoji
被丽被离	beilibeili
卑礼厚币	beilihoubi
悖理违情	beiliweiqing
卑陋龌龊	beilouwochuo
卑论侪俗	beilunchaisu
北芒垒垒	beimangleilei
北门管键	beimenguanjian
北门管钥	beimenguanyue
北门南牙	beimennanya
北门哨岗	beimenshaogang
北门锁钥	beimensuoyue|beimensuoyao
北门之管	beimenzhiguan
北门之寄	beimenzhiji
北门之叹	beimenzhitan
背盟败约	beimengbaiyue
北面称臣	beimianchengchen
杯茗之敬	beimingzhijing
杯盘狼藉	beipanlangji
背前面后	beiqianmianhou
背曲腰躬	beiquyaogong
背曲腰弯	beiquyaowan
杯圈之思	beiquanzhisi
贝阙珠宫	beiquezhugong
倍日并行	beiribingxing
悖入悖出	beirubeichu
背若芒刺	beiruomangci
被苫蒙荆	beishanmengjing
背山面水	beishanmianshui
背山起楼	beishanqilou
悲伤憔悴	beishangqiaocui
悲伤沼泽	beishangzhaoze
杯蛇弓影	beishegongying
杯蛇鬼车	beisheguiche
杯蛇幻影	beishehuanying
卑身贱体	beishenjianti
卑身屈体	beishenquti
背生芒刺	beishengmangci
悲声载道	beishengzaidao
碑石长条	beishichangtiao
背室弃家	beishiqijia
背施幸灾	beishixingzai
备受艰难	beishoujiannan
倍受尊敬	beishouzunjing
杯水车薪	beishuichexin
背水而战	beishuierzhan
背水而阵	beishuierzhen
背水结阵	beishuijiezhen
杯水救薪	beishuijiuxin
杯水粒粟	beishuilisu
背水为阵	beishuiweizhen
背水一战	beishuiyizhan
杯水舆薪	beishuiyuxin
杯水之饯	beishuizhijian
杯水之敬	beishuizhijing
杯水之谢	beishuizhixie
悲泗淋漓	beisilinli
北叟失马	beisoushima
被蓑救火	beisuojiuhuo
北讨南征	beitaonanzheng
卑体屈已	beitiquyi
悲天悯人	beitianminren
悲痛欲绝	beitongyujue
备位充数	beiweichongshu
备位将相	beiweijiangxiang
悲喜兼集	beixijianji
悲喜交并	beixijiaobing
悲喜交集	beixijiaoji
悲喜交切	beixijiaoqie
悲喜交至	beixijiaozhi
背乡离井	beixianglijing
背信弃义	beixinqiyi
悖言乱辞	beiyanluanci
背义负恩	beiyifuen
背义负信	beiyifuxin
背义忘恩	beiyiwangen
悲翼之地	beiyizhidi
卑以自牧	beiyizimu
杯影蛇弓	beiyingshegong
备预不虞	beiyubuyu
北辕南辙	beiyuannanzhe
北辕适楚	beiyuanshichu
北辕适粤	beiyuanshiyue
被灾蒙祸	beizaimenghuo
被泽蒙庥	beizemengxiu
备战备荒	beizhanbeihuang
北辙南辕	beizhenanyuan
悲者胸甲	beizhexiongjia
杯中蛇影	beizhongsheying
杯中之物	beizhongzhiwu
背紫腰金	beiziyaojin
卑陬失色	beizoushise
本本源源	benbenyuanyuan
本本正正	benbenzhengzheng
奔波尔霸	benboerba
奔波劳碌	benbolaolu
奔播四出	benbosichu
奔车朽索	benchexiusuo
奔驰如电	benchirudian
奔驰如雷	benchirulei
奔出朽索	benchuxiusuo
本地防务	bendifangwu
本地加电	bendijiadian
本地接口	bendijiekou
本地终端	bendizhongduan
本固邦宁	bengubangning
奔井投河	benjingtouhe
奔竞之士	benjingzhishi
奔驹朽索	benjuxiusuo
贲军之将	benjunzhijiang
本来面目	benlaimianmu
奔流不息	benliubuxi
本末倒置	benmodaozhi
本末源流	benmoyuanliu
本末终始	benmozhongshi
笨鸟先飞	benniaoxianfei
奔跑速度	benpaosudu
本轻利重	benqinglizhong
本盛末荣	benshengmorong
笨手笨脚	benshoubenjiao
奔腾澎湃	bentengpengpai
本同末离	bentongmoli
本同末异	bentongmoyi
本乡本土	benxiangbentu
本相毕露	benxiangbilu
奔相走告	benxiangzougao
本小利薄	benxiaolibo
本小利微	benxiaoliwei
本性难移	benxingnanyi
奔轶绝尘	benyijuechen
奔逸绝尘	benyijuechen
贲育弗夺	benyufuduo
贲育之勇	benyuzhiyong
本原演绎	benyuanyanyi
本支百世	benzhibaishi
本枝百世	benzhibaishi
奔走不遑	benzoubuhuang
奔走风尘	benzoufengchen
奔走逢迎	benzoufengying
奔走呼号	benzouhuhao
奔走来告	benzoulaigao
奔走如市	benzourushi
奔走相告	benzouxianggao
奔走衣食	benzouyishi
奔走之友	benzouzhiyou
奔走钻营	benzouzuanying
笨嘴笨舌	benzuibenshe
笨嘴拙舌	benzuizhuoshe
绷巴吊拷	bengbadiaokao
绷扒吊拷	bengbadiaokao
绷爬吊拷	bengpadiaokao
笔饱墨酣	bibaomohan
比比皆然	bibijieran
比比皆是	bibijieshi
闭壁清野	bibiqingye
鄙薄之志	bibozhizhi
逼不得已	bibudeyi
必不挠北	bibunaobei
笔补造化	bibuzaohua
笔参造化	bicanzaohua
碧草如茵	bicaoruyin
必操胜券	bicaoshengquan
匕鬯不惊	bichangbujing
彼唱此和	bichangcihe
匕鬯无惊	bichangwujing
弊车羸马	bicheleima
弊车驽马	bichenuma
必传之作	bichuanzhizuo
彼此彼此	bicibici
彼此一时	biciyishi
蔽聪塞明	bicongseming|bicongsaiming
笔大如椽	bidaruchuan
彼得和狼	bidehelang
笔底超生	bidichaosheng
笔底春风	bidichunfeng
笔底龙蛇	bidilongshe
敝窦百出	bidoubaichu
鼻端出火	biduanchuhuo
鼻端生火	biduanshenghuo
鼻垩挥斤	biehuijin
比而不党	bierbudang
避而不谈	bierbutan
比而不周	bierbuzhou
毙而后已	bierhouyi
笔伐口诛	bifakouzhu
避烦斗捷	bifandoujie
避繁就简	bifanjiujian
碧风海岸	bifenghaian
敝盖不弃	bigaibuqi
比个高低	bigegaodi
比个高下	bigegaoxia
笔歌墨舞	bigemowu
闭阁思过	bigesiguo
闭阁自责	bigezize
笔耕砚田	bigengyantian
毕恭毕敬	bigongbijing
必躬必亲	bigongbiqin
敝鼓丧豚	bigusangtun
避瓜防李	biguafangli
闭关绝市	biguanjueshi
闭关却扫	biguanquesao
闭关锁国	biguansuoguo
闭关投辖	biguantouxia
闭关自守	biguanzishou
闭关自主	biguanzizhu
避害就利	bihaijiuli
碧海青天	bihaiqingtian
笔酣墨饱	bihanmobao
鼻鼾如雷	bihanrulei
笔翰如流	bihanruliu
彼何人斯	biherensi
璧合珠联	bihezhulian
闭户读书	bihudushu
比户而封	bihuerfeng
庇护法杖	bihufazhang
比葫画瓢	bihuhuapiao
比户可封	bihukefeng
庇护治疗	bihuzhiliao
庇护祝福	bihuzhufu
笔画编码	bihuabianma
闭花羞月	bihuaxiuyue
碧鬟红袖	bihuanhongxiu
避毁就誉	bihuijiuyu
笔回造化	bihuizaohua
避祸就福	bihuojiufu
避祸求福	bihuoqiufu
碧火小径	bihuoxiaojing
避迹藏时	bijicangshi
碧鸡金马	bijijinma
避迹违心	bijiweixin
比肩并起	bijianbingqi
比肩叠迹	bijiandieji
比肩迭迹	bijiandieji
比肩叠踵	bijiandiezhong
比肩而立	bijianerli
比肩而事	bijianershi
比肩继踵	bijianjizhong
比肩接迹	bijianjieji
比肩皆是	bijianjieshi
比肩接踵	bijianjiezhong
比肩齐声	bijianqisheng
壁间蛇影	bijiansheying
比肩随踵	bijiansuizhong
比肩系踵	bijianxizhong
比肩相亲	bijianxiangqin
彼竭我盈	bijiewoying
必敬必恭	bijingbigong
笔精墨妙	bijingmomiao
避井入坎	bijingrukan
避阱入坑	bijingrukeng
必经之路	bijingzhilu
闭境自守	bijingzishou
比居同势	bijutongshi
弊绝风清	bijuefengqing
避军三舍	bijunsanshe
避君三舍	bijunsanshe
避坑落井	bikengluojing
鼻孔朝天	bikongchaotian
鼻孔撩天	bikongliaotian
碧空如洗	bikongruxi
碧空万里	bikongwanli
碧空之歌	bikongzhige
闭口捕舌	bikoubushe
