阿鼻	abi
西域僧法愔	xiyusengfayin
西域沙门纯陀	xiyushamenchuntuo
西域沙门昙无德	xiyushamentanwude
西域昙摩迦罗	xiyutanmojialuo
西域中华海东佛祖源流	xiyuzhonghuahaidongfozuyuanliu
希圆	xiyuan
西园寺	xiyuansi
希运	xiyun
希运禅师	xiyunchanshi
希运法师	xiyunfashi
息灾法	xizaifa
西藏大藏经	xizangdazangjing
西藏高僧全书	xizanggaosengquanshu
西藏古代佛教史	xizanggudaifojiaoshi
西藏王臣记	xizangwangchenji
西藏王统记	xizangwangtongji
习凿齿居士	xizaochijushi
息增怀诛	xizenghuaizhu
西斋净土诗	xizhaijingtushi
晞湛	xizhan
锡杖	xizhang
悉知悉见	xizhixijian
习种性	xizhongxing
西竺来禅师	xizhulaichanshi
西竺沙门菩提流支	xizhushamenputiliuzhi
西竺沙门耆域	xizhushamenqiyu
希最	xizui
夏安居	xiaanju
夏坝活佛	xiabahuofo
夏坝仁波切	xiabarenboqie
下乘	xiacheng
下地	xiadi
侠尔瓦云丹札巴	xiaerwayundanzhaba
下方	xiafang
下根	xiagen
夏迦	xiajia
夏竟	xiajing
夏腊	xiala
夏力巴	xialiba
夏莲居	xialianju
夏鲁寺	xialusi
狭路相逢我为先	xialuxiangfengwoweixian
暇满难得	xiamannande
暇满人身	xiamanrenshen
暇满人生	xiamanrensheng
厦门大佛寺	xiamendafosi
厦门南普陀寺	xiamennanputuosi
夏末	xiamo
夏前荷中秀	xiaqianhezhongxiu
霞惹瓦	xiarewa
夏日东仁波切	xiaridongrenboqie
夏商竹青	xiashangzhuqing
瞎堂慧远禅师	xiatanghuiyuanchanshi
瞎堂远禅师	xiatangyuanchanshi
夏英公	xiayinggong
夏云英	xiayunying
鰕子和尚	xiaziheshang
夏坐	xiazuo
显超	xianchao
现代佛教学术丛刊	xiandaifojiaoxueshucongkan
先洞安	xiandongan
先睹禅师	xianduchanshi
贤顿	xiandun
贤顿法师	xiandunfashi
险而不是	xianerbushi
显而不实	xianerbushi
显而无自性	xianerwuzixing
献供赞	xiangongzan
现观	xianguan
现观庄严	xianguanzhuangyan
现观庄严论	xianguanzhuangyanlun
贤护	xianhu
贤护菩萨	xianhupusa
显教	xianjiao
贤劫	xianjie
咸杰	xianjie
现劫	xianjie
贤劫经	xianjiejing
显戒论	xianjielun
贤劫千佛	xianjieqianfo
贤劫十六尊	xianjieshiliuzun
先径山	xianjingshan
显句	xianju
闲居编	xianjubian
显句论	xianjulun
闲看庭前花开落	xiankantingqianhuakailuo
显空无二无边	xiankongwuerwubian
闲来无事问青山	xianlaiwushiwenqingshan
现量	xianliang
贤良人格	xianliangrenge
贤良人品	xianliangrenpin
现量相违过	xianliangxiangweiguo
酰罗城	xianluocheng
暹罗派	xianluopai
酰罗山	xianluoshan
显密	xianmi
显密教法	xianmijiaofa
显明	xianming
显明法师	xianmingfashi
现前	xianqian
现前地	xianqiandi
现前授记	xianqianshouji
咸润	xianrun
显色	xianse
贤善德人格	xianshanderenge
现身说法	xianshenshuofa
现生	xiansheng
显识	xianshi
现识	xianshi
现世	xianshi
显识论	xianshilun
贤首	xianshou
贤首法师法藏	xianshoufashifacang|xianshoufashifazang
贤首法藏法师	xianshoufacangfashi|xianshoufazangfashi
贤首宗	xianshouzong
显嵩	xiansong
仙天禅师	xiantianchanshi
显通寺	xiantongsi
现图曼荼罗	xiantumantuluo
显现方面	xianxianfangmian
显现生灭	xianxianshengmie
现行	xianxing
现行法	xianxingfa
险崖巧安	xianyaqiaoan
仙崖义梵	xianyayifan
仙岩寺	xianyansi
显扬圣教论	xianyangshengjiaolun
贤愚经	xianyujing
献蕴	xianyun
闲云德韶禅师	xianyundeshaochanshi
现在世	xianzaishi
现在五果	xianzaiwuguo
显正	xianzheng
现证	xianzheng
贤胄部	xianzhoubu
蚬子和尚	xianziheshang
仙宗	xianzong
显宗	xianzong
显宗记	xianzongji
显宗角度	xianzongjiaodu
显宗者	xianzongzhe
贤足	xianzu
响巴迦举派	xiangbajiajupai
相部宗	xiangbuzong
向禅师理论	xiangchanshililun
相大	xiangda
相待	xiangdai
相待假	xiangdaijia
相当不容易	xiangdangburongyi
香灯	xiangdeng
香底巴	xiangdiba
想颠倒	xiangdiandao
像法	xiangfa
像法决疑经	xiangfajueyijing
像梵天	xiangfantian
相分	xiangfen
降伏	xiangfu
相缚	xiangfu
降伏法	xiangfufa
相符极成过	xiangfujichengguo
降伏坐	xiangfuzuo
香根活佛世系传	xianggenhuofoshixichuan
香供	xianggong
相国裴休	xiangguopeixiu
相国寺	xiangguosi
香花迎	xianghuaying
香偈	xiangji
相即	xiangji
香积佛	xiangjifo
香积寺	xiangjisi
像教	xiangjiao
象教皮编	xiangjiaopibian
香界寺	xiangjiesi
向居士	xiangjushi
相空	xiangkong
相空观	xiangkongguan
相空教	xiangkongjiao
相了	xiangle
降龙大师	xianglongdashi
香炉	xianglu
相貌端严	xiangmaoduanyan
项妙智	xiangmiaozhi
降魔	jiangmo|xiangmo
像末	xiangmo
降魔藏师	jiangmocangshi|xiangmocangshi
降魔金刚	xiangmojingang
降魔胜利	xiangmoshengli
降魔相	xiangmoxiang
降魔坐	xiangmozuo
象匏文雅	xiangpaowenya
享荣华富贵	xiangronghuafugui
香入	xiangru
香刹	xiangsha
香山寺	xiangshansi
香山昭庙	xiangshanzhaomiao
香阇梨	xiangduli|xiangsheli
想受灭无为	xiangshoumiewuwei
香水海	xiangshuihai
香汤	xiangtang
响堂山石窟	xiangtangshanshiku
象先禅师	xiangxianchanshi
香象	xiangxiang
香姓婆罗门	xiangxingpoluomen
相续	xiangxu
相续心	xiangxuxin
香严	xiangyan
香严澄禅师	xiangyanchengchanshi
香严击竹	xiangyanjizhu
香烟寺	xiangyansi
香严智闲	xiangyanzhixian
襄阳谷隐显禅师	xiangyangguyinxianchanshi
庠夜多	xiangyeduo
相应法	xiangyingfa
相应心	xiangyingxin
相应宗	xiangyingzong
香育	xiangyu
向原寺	xiangyuansi
向岳寺派	xiangyuesipai
想蕴	xiangyun
祥云蔼蔼来南海	xiangyunaiailainanhai
相兆	xiangzhao
襄州常侍王敬初	xiangzhouchangshiwangjingchu
相州律师惠休	xiangzhoulvshihuixiu
襄州庞蕴居士	xiangzhoupangyunjushi
相宗	xiangzong
相宗八要	xiangzongbayao
香醉山	xiangzuishan
晓庵禅师善启	xiaoanchanshishanqi
小参	xiaocan
小草不言含春色	xiaocaobuyanhanchunse
小乘	xiaocheng
小乘道	xiaochengdao
小乘法	xiaochengfa
小乘佛教	xiaochengfojiao
小乘戒	xiaochengjie
小乘经	xiaochengjing
小乘三藏	xiaochengsanzang
小乘行人	xiaochengxingren
小川贯一	xiaochuanguanyi
晓聪禅师	xiaocongchanshi
小烦恼地法	xiaofannaodefa
消伏	xiaofu
小根	xiaogen
小河流水向东流	xiaoheliushuixiangdongliu
小河杨柳静静垂	xiaoheyangliujingjingchui
小机	xiaoji
小劫	xiaojie
萧金松	xiaojinsong
消旧业	xiaojiuye
小俱萨罗贤	xiaojusaluoxian
小笠原宣秀	xiaoliyuanxuanxiu
小楼为雨听	xiaolouweiyuting
小南禅师	xiaonanchanshi
小品般若经	xiaopinborejing
小桥流水过家来	xiaoqiaoliushuiguojialai
小桥曲径向东去	xiaoqiaoqujingxiangdongqu
潇洒入云登九霄	xiaosaruyundengjiuxiao
小三灾	xiaosanzai
晓山亮	xiaoshanliang
小杉一雄	xiaoshanyixiong
消识无语	xiaoshiwuyu
晓舜	xiaoshun
小诵	xiaosong
小松原法难	xiaosongyuanfanan
小随烦恼	xiaosuifannao
小塘花枝落	xiaotanghuazhiluo
萧统居士	xiaotongjushi
小偷放在	xiaotoufangzai
笑翁堪公	xiaowengkangong
晓乌敏	xiaowumin
萧武桐	xiaowutong
笑岩宝禅师	xiaoyanbaochanshi
笑岩禅师	xiaoyanchanshi
萧衍居士	xiaoyanjushi
小雁塔	xiaoyanta
笑岩宗欣	xiaoyanzongxin
消业	xiaoye
小野玄妙	xiaoyexuanmiao
笑隐法师	xiaoyinfashi
笑隐欣禅师	xiaoyinxinchanshi
晓莹	xiaoying
萧瑀居士	xiaoyujushi
晓云	xiaoyun
萧云英	xiaoyunying
消灾吉祥神咒梵唱	xiaozaijixiangshenzhoufanchang
消灾咒	xiaozaizhou
小昭寺	xiaozhaosi
萧子良	xiaoziliang
萧子良居士	xiaoziliangjushi
谢安石	xieanshi
胁比丘	xiebiqiu
懈怠	xiedai
邪定	xieding
谢尔巴斯基	xieerbasiji
邪观	xieguan
邪见	xiejian
邪见使	xiejianshi
邪见网	xiejianwang
写经	xiejing
谢康乐	xiekangle
谢灵运	xielingyun
谢灵运居士	xielingyunjushi
懈慢国	xiemanguo
懈慢界	xiemanjie
邪命	xieming
邪命说法	xiemingshuofa
邪魔外道	xiemowaidao
谢庆绪	xieqingxu
协绕多杰	xieraoduojie
谢仁祖	xierenzu
邪扇	xieshan
胁侍	xieshi
胁士	xieshi
邪师	xieshi
邪外	xiewai
邪性定聚	xiexingdingju
楔形号	xiexinghao
斜阳草树开	xieyangcaoshukai
邪淫	xieyin
邪淫戒	xieyinjie
谢渣华罗爵	xiezhahualuojue
谢贞女	xiezhennv
邪执	xiezhi
邪知	xiezhi
邪知邪见	xiezhixiejian
谢铸陈居士	xiezhuchenjushi
邪宗	xiezong
谢宗源	xiezongyuan
胁尊者	xiezunzhe
心本不可行	xinbenbukexing
心本简单繁自扰	xinbenjiandanfanzirao
心本静来无须静	xinbenjinglaiwuxujing
心本为人幸福有	xinbenweirenxingfuyou
心本无生因境有	xinbenwushengyinjingyou
新编诸宗教藏总录	xinbianzhuzongjiaocangzonglu
心冰	xinbing
心波	xinbo
心不颠倒	xinbudiandao
心不堪能	xinbukanneng
信不退	xinbutui
心不妄求何有愁	xinbuwangqiuheyouchou
心不相应行	xinbuxiangyingxing
心差别智	xinchabiezhi
新超峰寺	xinchaofengsi
心乘	xincheng
信成就	xinchengjiu
心道	xindao
心到虔时佛有眼	xindaoqianshifoyouyan
心得解脱万事疏	xindejietuowanshishu
心灯	xindeng
心地	xindi
心地本无行	xindibenwuxing
心地含诸种	xindihanzhuzhong
心地生诸种	xindishengzhuzhong
信度国	xinduguo
信度河	xinduhe
心法	xinfa
心法身	xinfashen
新发意	xinfayi
新发意菩萨	xinfayipusa
心法亦如此	xinfayiruci
心舫	xinfang
心佛	xinfo
心佛及众生是三无差别	xinfojizhongshengshisanwuchabie
新佛教徒同志会	xinfojiaotutongzhihui
新佛寺	xinfosi
心佛众生三法无差	xinfozhongshengsanfawucha
心缚	xinfu
新歌颂咏	xingesongyong
信根	xingen
心垢	xingou
心观	xinguan
心光	xinguang
信慧	xinhui
心即是佛	xinjishifo
新集浴像仪轨	xinjiyuxiangyigui
信解	xinjie
心戒	xinjie
心解脱	xinjietuo
信解行证	xinjiexingzheng
心镜	xinjing
心经	xinjing
心净国土净	xinjingguotujing
心经会	xinjinghui
新井石禅	xinjingshichan
新旧两译	xinjiuliangyi
心具三千	xinjusanqian
心觉	xinjue
心开意解	xinkaiyijie
心空及第	xinkongjidi
信乐	xinle
信力	xinli
心理法师	xinlifashi
心离语言相	xinliyuyanxiang
心量	xinliang
心量宽宏	xinliangkuanhong
心马	xinma
信满成佛	xinmanchengfo
心面前	xinmianqian
信能求极乐	xinnengqiujile
心念耳闻	xinnianerwen
信女	xinnv
心平法师	xinpingfashi
辛七师	xinqishi
心如莲花自在无	xinrulianhuazizaiwu
心如明灯手捻花	xinrumingdengshounianhua
心如知足幸福易	xinruzhizuxingfuyi
心若安时万籁寂	xinruoanshiwanlaiji
心若贪求祸乱到	xinruotanqiuhuoluandao
心散乱	xinsanluan
心生灭门	xinshengmiemen
新胜寺	xinshengsi
信士	xinshi
信施	xinshi
心识	xinshi
心师	xinshi
心识法	xinshifa
信受	xinshou
信受奉行	xinshoufengxing
新岁	xinsui
心随物转	xinsuiwuzhuan
心所	xinsuo
心所有法	xinsuoyoufa
辛替否居士	xintifoujushi
心田	xintian
心通	xintong
心同虚空界	xintongxukongjie
信外轻毛	xinwaiqingmao
心王	xinwang
心王铭	xinwangming
心王心所	xinwangxinsuo
信位菩萨	xinweipusa
新唯识论	xinweishilun
心无谄曲何有忧	xinwuchanquheyouyou
心无分别	xinwufenbie
心无挂碍	xinwuguaai
心无所欲则刚直	xinwusuoyuzegangzhi
心无所欲则坦白	xinwusuoyuzetanbai
心无外物	xinwuwaiwu
信向	xinxiang
心香	xinxiang
心相	xinxiang
信相显	xinxiangxian
心相应行	xinxiangyingxing
心心	xinxin
心心数	xinxinshu
信行	xinxing
心行	xinxing
心性	xinxing
心性本净	xinxingbenjing
信行大师	xinxingdashi
新兴佛教青年运动	xinxingfojiaoqingnianyundong
心性三千	xinxingsanqian
心行随顺	xinxingsuishun
心性正直	xinxingzhengzhi
新续高僧传	xinxugaosengchuan
新学菩萨	xinxuepusa
新殃	xinyang
心要	xinyao
新耶路撒冷	xinyelusaleng
心一境性	xinyijingxing
心意识	xinyishi
新义真言宗	xinyizhenyanzong
心印	xinyin
心用四分	xinyongsifen
信誉闭合用	xinyubiheyong
心与性	xinyuxing
信愿	xinyuan
心源	xinyuan
心猿	xinyuan
心缘	xinyuan
心源法师	xinyuanfashi
心渊法师居敬	xinyuanfashijujing
心越兴俦	xinyuexingchou
心在悟时处处真	xinzaiwushichuchuzhen
心证	xinzheng
心智	xinzhi
信众	xinzhong
信胄	xinzhou
心咒	xinzhou
信州鹅湖大义禅师	xinzhouehudayichanshi
心珠	xinzhu
心自本来心	xinzibenlaixin
心宗	xinzong
行本不可修	xingbenbukexiu
行不退	xingbutui
行茶	xingcha
兴禅护国论	xingchanhuguolun
性澄	xingcheng
性澄法师	xingchengfashi
行持	xingchi
行持六度万行	xingchiliuduwanhang
行持善法	xingchishanfa
行持一些	xingchiyixie
行崇	xingchong
行道	xingdao
性德	xingde
行等	xingdeng
性地	xingdi
行端禅师	xingduanchanshi
性潡	xingdun
性恶	xinge
行法	xingfa
性分	xingfen
性佛	xingfo
幸福本来自心有	xingfubenlaizixinyou
幸福简单乱苦恼	xingfujiandanluankunao
幸福脚步悄悄走	xingfujiaobuqiaoqiaozou
邢福泉	xingfuquan
兴福寺	xingfusi
幸福原来在尔边	xingfuyuanlaizaierbian
星供	xinggong
行供养	xinggongyang
性广	xingguang
行果	xingguo
兴国寺	xingguosi
性海	xinghai
性海果分	xinghaiguofen
性海灵见	xinghailingjian
行贺	xinghe
兴化存奖禅师	xinghuacunjiangchanshi
兴化寺	xinghuasi
兴化铣禅师	xinghuaxichanshi
兴皇寺	xinghuangsi
行基	xingji
行寂	xingji
行机	xingji
形迹涴师	xingjiyuanshi
行坚	xingjian
行脚	xingjiao
行教	xingjiao
行脚不在行	xingjiaobuzaihang
行脚还需落实处	xingjiaohaixuluoshichu
行脚深处起慈悲	xingjiaoshenchuqicibei
兴教寺	xingjiaosi
行解	xingjie
行诫	xingjie
性戒	xingjie
行境十佛	xingjingshifo
性具	xingju
行觉	xingjue
性觉寺	xingjuesi
行可	xingke
性空	xingkong
性空观	xingkongguan
性空教	xingkongjiao
性空妙普庵主禅师	xingkongmiaopuanzhuchanshi
行苦	xingku
性灵集	xinglingji
兴隆净寺	xinglongjingsi
兴隆寺	xinglongsi
兴轮寺	xinglunsi
行满	xingman
行满成佛	xingmanchengfo
行明	xingming
性命外事多惶恐	xingmingwaishiduohuangkong
行丕	xingpi
行菩提心	xingputixin
兴起行经	xingqixingjing
行钱妇	xingqianfu
性然	xingran
行人能师	xingrennengshi
行人善荣	xingrenshanrong
行人宗利	xingrenzongli
形色	xingse
兴善古寺	xingshangusi
性上本无生	xingshangbenwusheng
行绍	xingshao
行舍	xingshe
行诜	xingshen
兴盛之事	xingshengzhishi
行事钞	xingshichao
醒世歌	xingshige
行思	xingsi
行思法师	xingsifashi
邢台观音禅寺	xingtaiguanyinchansi
邢台快活林崇兴寺	xingtaikuaihuolinchongxingsi
邢台南海普照寺	xingtainanhaipuzhaosi
邢台市百泉寺	xingtaishibaiquansi
邢台市柏乡县圆福寺	xingtaishibaixiangxianyuanfusi
邢台市崇修寺	xingtaishichongxiusi
邢台市慈云寺	xingtaishiciyunsi
邢台市段羊杯法音精舍	xingtaishiduanyangbeifayinjingshe
邢台市梵音寺	xingtaishifanyinsi
邢台市封峦寺	xingtaishifengluansi
邢台市福胜寺	xingtaishifushengsi
邢台市光明寺	xingtaishiguangmingsi
邢台市华藏寺	xingtaishihuazangsi|xingtaishihuacangsi
邢台市净土寺	xingtaishijingtusi
邢台市临城县云通寺	xingtaishilinchengxianyuntongsi
邢台市隆慈寺	xingtaishilongcisi
邢台市南宫石佛寺	xingtaishinangongshifosi
邢台市南和县白崔庵	xingtaishinanhexianbaicuian
邢台市南和县念佛堂	xingtaishinanhexiannianfotang
邢台市南和县西关念佛堂	xingtaishinanhexianxiguannianfotang
邢台市内邱县且停寺	xingtaishineiqiuxianqietingsi
邢台市内邱兴隆寺	xingtaishineiqiuxinglongsi
邢台市宁晋县观音寺	xingtaishiningjinxianguanyinsi
邢台市宁晋县普润寺	xingtaishiningjinxianpurunsi
邢台市宁晋县云台寺	xingtaishiningjinxianyuntaisi
邢台市普光寺	xingtaishipuguangsi
邢台市普明寺	xingtaishipumingsi
邢台市清凉寺	xingtaishiqingliangsi
邢台市沙河华藏寺	xingtaishishahehuazangsi|xingtaishishahehuacangsi
邢台市沙河妙音念佛堂	xingtaishishahemiaoyinnianfotang
邢台市沙河普照寺	xingtaishishahepuzhaosi
邢台市沙河县兴隆寺	xingtaishishahexianxinglongsi
邢台市泰兴寺	xingtaishitaixingsi
邢台市天佛寺	xingtaishitianfosi
邢台市威县崇兴寺	xingtaishiweixianchongxingsi
邢台市威县法云禅寺	xingtaishiweixianfayunchansi
邢台市威县念佛堂	xingtaishiweixiannianfotang
邢台市威县石佛寺	xingtaishiweixianshifosi
邢台市新河县大佛寺	xingtaishixinhexiandafosi
邢台市兴固寺	xingtaishixinggusi
邢台市邢台县玉泉禅寺	xingtaishixingtaixianyuquanchansi
邢台市永兴寺	xingtaishiyongxingsi
邢台市园通寺	xingtaishiyuantongsi
邢台市圆照寺	xingtaishiyuanzhaosi
邢台市中天寺	xingtaishizhongtiansi
邢台新河县慈明寺	xingtaixinhexiancimingsi
行堂	xingtang
行瑫	xingtao
行伟禅师	xingweichanshi
性我	xingwo
省悟	xingwu
性习二性	xingxierxing
行香	xingxiang
行像	xingxiang
行相	xingxiang
性相	xingxiang
性相二宗	xingxiangerzong
性相学	xingxiangxue
性相一如	xingxiangyiru
性心	xingxin
行修	xingxiu
行修禅师	xingxiuchanshi
行秀法师	xingxiufashi
星宿劫	xingxiujie
行严	xingyan
行阴	xingyin
行因	xingyin
行因禅师	xingyinchanshi
行因三	xingyinsan
行愿	xingyuan
性愿	xingyuan
行远法师	xingyuanfashi
兴元府吴恂	xingyuanfuwuxun
性愿老和尚	xingyuanlaoheshang
性原明禅师	xingyuanmingchanshi
行蕴	xingyun
星云	xingyun
行则持名号	xingzechiminghao
行者	xingzhe
性遮	xingzhe
行者果提	xingzheguoti
行证	xingzheng
行智	xingzhi
行住坐卧	xingzhuzuowo
性宗	xingzong
性罪	xingzui
行遵	xingzun
雄俊	xiongjun
凶神恶叉	xiongshenecha
熊十力	xiongshili
熊琬	xiongwan
熊鱼山	xiongyushan
熊与鱼	xiongyuyu
休庵法师可指	xiuanfashikezhi
修波度孜	xiuboduzi
修忏	xiuchan
修禅要诀	xiuchanyaojue
修大方广佛华严法界观门	xiudafangguangfohuayanfajieguanmen
修大圆满解脱	xiudayuanmanjietuo
修道所断	xiudaosuoduan
秀道祖晓	xiudaozuxiao
修得	xiude
修德	xiude
修德寺	xiudesi
修德种因法身圆妙	xiudezhongyinfashenyuanmiao
修断	xiuduan
修多罗	xiuduoluo
修法	xiufa
秀发法	xiufafa
修法功德	xiufagongde
修法仪轨	xiufayigui
休复	xiufu
修观法师	xiuguanfashi
修慧	xiuhui
修惑	xiuhuo
修集	xiuji
休静禅师	xiujingchanshi
修空心	xiukongxin
修罗	xiuluo
修罗道	xiuluodao
修罗酒	xiuluojiu
修罗趣	xiuluoqu
修罗妄执	xiuluowangzhi
秀律师四	xiulvshisi
修密法	xiumifa
修密法者	xiumifazhe
修密法之因缘	xiumifazhiyinyuan
修善	xiushan
修生	xiusheng
秀师	xiushi
修无常	xiuwuchang
修无上密法之功德	xiuwushangmifazhigongde
修习次第	xiuxicidi
修习止观坐禅法要	xiuxizhiguanzuochanfayao
修心七要	xiuxinqiyao
修心如执心	xiuxinruzhixin
修心无所心	xiuxinwusuoxin
修行本起经	xiuxingbenqijing
修行此	xiuxingci
修行道地经	xiuxingdaodijing
修行法	xiuxingfa
修行功夫	xiuxinggongfu
修行进步	xiuxingjinbu
修行窍诀	xiuxingqiaojue
修行日历	xiuxingrili
修行如执行	xiuxingruzhixing
修行体验	xiuxingtiyan
修行正法	xiuxingzhengfa
修学次第	xiuxuecidi
修学过程当中	xiuxueguochengdangzhong
修仰	xiuyang
修养庵	xiuyangan
修因	xiuyin
修因感果	xiuyinganguo
修颙	xiuyong
修斋	xiuzhai
修证	xiuzheng
修证义	xiuzhengyi
休止肌	xiuzhiji
修准提	xiuzhunti
虚白禅师慧旵	xubaichanshihuichan
续部	xubu
徐成民	xuchengmin
徐岱	xudai
续佛	xufo
徐和尚	xuheshang
徐恒志居士	xuhengzhijushi
许季上居士	xujishangjushi
续尽享	xujinxiang
许克绥居士	xukesuijushi
虚空	xukong
虚空办	xukongban
虚空遍新绿	xukongbianxinlv
虚空藏	xukongcang
虚空藏菩萨	xukongcangpusa
虚空藏菩萨真言	xukongcangpusazhenyan
虚空法界都平等	xukongfajiedoupingdeng
虚空界	xukongjie
虚空无内外	xukongwuneiwai
虚空也曾我	xukongyecengwo
虚空眨眼	xukongzhayan
虚空幢	xukongzhuang
徐龙图禧	xulongtuxi
须弥灯佛	xumidengfo
须弥福寿之庙	xumifushouzhimiao
须弥光佛	xumiguangfo
须弥山	xumishan
须弥山石窟	xumishanshiku
须弥坛	xumitan
须弥相佛	xumixiangfo
须弥诸山	xumizhushan
续明法师	xumingfashi
须摩提	xumoti
须摩提菩萨经	xumotipusajing
许式	xushi
徐师川	xushichuan
虚受	xushou
许叔矜	xushujin
虚堂禅师永宁	xutangchanshiyongning
虚堂愚	xutangyu
须陀洹	xutuohuan
须陀洹果	xutuohuanguo
须陀洹向	xutuohuanxiang
虚妄	xuwang
虚妄分别	xuwangfenbie
虚无	xuwu
虚无僧	xuwuseng
徐熙载之母程氏	xuxizaizhimuchengshi
续祥法师	xuxiangfashi
徐孝克	xuxiaoke
徐孝穆	xuxiaomu
续修法师	xuxiufashi
徐徐而吹	xuxuerchui
许玄度	xuxuandu
许洋主	xuyangzhu
虚云	xuyun
虚云和尚	xuyunheshang
虚舟度	xuzhoudu
许祖成居士	xuzuchengjushi
玄策	xuance
玄畅	xuanchang
玄大梵	xuandafan
玄法寺仪轨	xuanfasiyigui
选佛图	xuanfotu
玄高	xuangao
玄高法师入寂	xuangaofashiruji
玄光	xuanguang
玄光法师	xuanguangfashi
宣化法师	xuanhuafashi
宣化上人	xuanhuashangren
宣化社	xuanhuashe
玄会	xuanhui
宣鉴	xuanjian
玄鉴	xuanjian
宣鉴禅师	xuanjianchanshi
宣鉴法师	xuanjianfashi
玄镜	xuanjing
玄景	xuanjing
玄觉	xuanjue
玄觉法师	xuanjuefashi
玄恪	xuanke
悬空寺	xuankongsi
玄逵	xuankui
玄朗	xuanlang
宣流	xuanliu
玄楼奥龙	xuanlouaolong
宣律师	xuanlvshi
玄门	xuanmen
玄门无碍十因	xuanmenwuaishiyin
玄冥之境	xuanmingzhijing
玄清	xuanqing
玄泉彦	xuanquanyan
玄沙	xuansha
玄沙二禅师	xuanshaerchanshi
玄沙师备禅师	xuanshashibeichanshi
玄爽	xuanshuang
宣说	xuanshuo
玄素	xuansu
玄素禅师	xuansuchanshi
玄太	xuantai
玄泰	xuantai
玄谈	xuantan
玄琬	xuanwan
玄续	xuanxu
玄晏	xuanyan
玄俨四	xuanyansi
玄逸	xuanyi
玄义	xuanyi
玄嶷	xuanyi
玄应	xuanying
玄应音义	xuanyingyinyi
玄宥	xuanyou
玄游	xuanyou
玄约	xuanyue
玄奘	xuanzang
玄奘大师	xuanzangdashi
玄藻	xuanzao
玄赜	xuanze
玄则	xuanze
选择本愿念佛集	xuanzebenyuannianfoji
玄照	xuanzhao
宣政院	xuanzhengyuan
玄旨归命坛	xuanzhiguimingtan
玄中寺	xuanzhongsi
玄中猷法师	xuanzhongyoufashi
宣州兴教坦禅师	xuanzhouxingjiaotanchanshi
雪庵和尚	xueanheshang
学诚法师	xuechengfashi
学处	xuechu
雪窗禅师悟光	xuechuangchanshiwuguang
雪窗光禅师	xuechuangguangchanshi
雪窦常通禅师	xuedouchangtongchanshi
雪窦山重显禅师	xuedoushanzhongxianchanshi
雪窦山资圣禅寺	xuedoushanzishengchansi
雪窦寺	xuedousi
雪窦无印证禅师	xuedouwuyinzhengchanshi
雪窦显禅师	xuedouxianchanshi
学法女	xuefanv
学法无益	xuefawuyi
雪烦法师	xuefanfashi
雪峰存禅师	xuefengcunchanshi
雪峰琼首座	xuefengqiongshouzuo
雪峰寺	xuefengsi
雪峰需禅师	xuefengxuchanshi
雪峰义存	xuefengyicun
雪峰义存禅师	xuefengyicunchanshi
学佛	xuefo
学佛法上讲	xuefofashangjiang
雪关绍珠	xueguanshaozhu
雪光禅师	xueguangchanshi
雪航孜纯	xuehangzichun
薛徽	xuehui
雪霁便行	xuejibianxing
血迹论	xuejilun
学集论	xuejilun
雪江宗深	xuejiangzongshen
学戒	xuejie
血经	xuejing
雪浪法师	xuelangfashi
雪里寻月影	xuelixunyueying
血脉类集记	xuemaileijiji
血脉论	xuemailun
学密	xuemi
雪峤圆信禅师	xueqiaoyuanxinchanshi
学人	xueren
雪山	xueshan
雪山部	xueshanbu
雪潭绍璞	xuetanshaopu
雪堂行	xuetangxing
雪堂行禅师	xuetangxingchanshi
雪庭	xueting
雪庭禅师	xuetingchanshi
雪庭裕和尚	xuetingyuheshang
血途	xuetu
薛翁妻王氏	xuewengqiwangshi
学无学	xuewuxue
雪相法师	xuexiangfashi
雪轩禅师道成	xuexuanchanshidaocheng
雪岩禅师	xueyanchanshi
雪岩祖钦禅师	xueyanzuqinchanshi
薛元初	xueyuanchu
学做人	xuezuoren
学做一个明白人	xuezuoyigemingbairen
荀公普	xungongpu
巡寮	xunliao
薰陆香树	xunluxiangshu
寻伺	xunci|xunsi
迅速证果	xunsuzhengguo
薰习	xunxi
熏习	xunxi
薰修	xunxiu
雅各布书	yagebushu
亚卡	yaka
亚玛拿书房	yamanashufang
雅桑却吉门兰	yasangquejimenlan
亚寿塔拉	yashoutala
阎邦荣	yanbangrong
延宝传灯录	yanbaochuandenglu
演本法师	yanbenfashi
岩本裕	yanbenyu
颜丙	yanbing
彦偁	yanchen
彦充	yanchong
彦悰	yancong
延恩安禅师	yanenanchanshi
延恩安公	yanenangong
言法华	yanfahua
言法华者	yanfahuazhe
严佛调	yanfotiao
阎浮	yanfu
阎浮树	yanfushu
延福寺	yanfusi
阎浮檀金	yanfutanjin
阎浮提	yanfuti
眼根	yangen
严恭	yangong
烟供粉	yangongfen
彦晖	yanhui
焰慧地	yanhuidi
宴寂	yanji
阏伽	yanga|yanjia
眼见便是春时生	yanjianbianshichunshisheng
言教	yanjiao
言教二谛	yanjiaoerdi
严净	yanjing
炎经	yanjing
眼净法师	yanjingfashi
颜娟英	yanjuanying
岩俊	yanjun
严峻四	yanjunsi
焰口	yankou
严宽祜	yankuanhu
延历僧录	yanlisenglu
延历寺	yanlisi
