阿笛	adi
提举江州太平观	tijujiangzhoutaipingguan
提举市舶司官	tijushibosiguan
提举太平兴国宫	tijutaipingxingguogong
提举西京嵩山崇福宫	tijuxijingsongshanchongfugong
提举修敕令	tijuxiuchiling
提举在京诸司	tijuzaijingzhusi
提举在外宫观	tijuzaiwaigongguan
提控案牍	tikongandu
提辖榷货务兼都茶场	tixiaquehuowujiandouchachang
提辖文思院上下界	tixiawensiyuanshangxiajie
提辖杂买务杂卖场	tixiazamaiwuzamaichang
提刑按察使司按察使	tixinganchashisianchashi
提刑按察使司副使	tixinganchashisifushi
提刑按察使司佥事	tixinganchashisiqianshi
提刑按察使司提学副使	tixinganchashisitixuefushi
提刑按察使司照磨	tixinganchashisizhaomo
提刑按察使司知事	tixinganchashisizhishi
提学副使	tixuefushi
提学官	tixueguan
提学佥事	tixueqianshi
天官郎中	tianguanlangzhong
天官侍郎	tianguanshilang
天官员外郎	tianguanyuanwailang
天师	tianshi
天章阁待制	tianzhanggedaizhi
天章阁侍讲	tianzhanggeshijiang
铁冶都提举	tieyedoutiju
听选官	tingxuanguan
同东西台三品	tongdongxitaisanpin
通奉大夫	tongfengdaifu
同凤阁鸾台平章事	tongfenggeluantaipingzhangshi
统军	tongjun
同考官	tongkaoguan
通判	tongpan
同判都勾院	tongpandougouyuan
同判军州事	tongpanjunzhoushi
通判临安军府事	tongpanlinanjunfushi
通判某府军府事	tongpanmoufujunfushi
通判某军事	tongpanmoujunshi
通判某州军州事	tongpanmouzhoujunzhoushi
同判司农寺事	tongpansinongsishi
同佥	tongqian
同签书枢密院事	tongqianshushumiyuanshi
通仕郎	tongshilang
通事舍人	tongshisheren
同提举编修敕令	tongtijubianxiuchiling
同提举编修经武要略	tongtijubianxiujingwuyaolue
同提举茶场买马	tongtijuchachangmaima
同修国史	tongxiuguoshi
同修起居注	tongxiuqijuzhu
通议大夫	tongyidaifu
通政使	tongzhengshi
通政使司通政使	tongzhengshisitongzhengshi
通政司观政	tongzhengsiguanzheng
通政司右通政	tongzhengsiyoutongzheng
通政院必阇赤	tongzhengyuanbishechi
通政院判官	tongzhengyuanpanguan
通政院使	tongzhengyuanshi
通政院提控令史	tongzhengyuantikonglingshi
通政院宣使	tongzhengyuanxuanshi
同知大宗正司事	tongzhidazongzhengsishi
同知谏院	tongzhijianyuan
通直郎	tongzhilang
通直散骑常侍	tongzhisanqichangshi
通直散骑侍郎	tongzhisanqishilang
同知枢密院事	tongzhishumiyuanshi
同知太常礼院	tongzhitaichangliyuan
同中书门下平章事	tongzhongshumenxiapingzhangshi
同中书门下三品	tongzhongshumenxiasanpin
团练副使	tuanlianfushi
团练观察使	tuanlianguanchashi
团练判官	tuanlianpanguan
团练推官	tuanliantuiguan
屯田	tuntian
屯田司郎官	tuntiansilangguan
屯田万户	tuntianwanhu
屯田员外郎	tuntianyuanwailang
万户府达鲁花赤	wanhufudaluhuachi
万户府经历	wanhufujingli
万户府知事	wanhufuzhishi
挽郎	wanlang
婉容	wanrong
王傅	wangfu
王府参军	wangfucanjun
王府仓曹参军	wangfucangcaocanjun
王府典军	wangfudianjun
王府典膳	wangfudianshan
王府队正	wangfuduizheng
王府法曹参军	wangfufacaocanjun
王府功曹参军	wangfugongcaocanjun
王府户曹	wangfuhucao
王府记室参军	wangfujishicanjun
王府教授	wangfujiaoshou
王府录事参军	wangfulushicanjun
王府侍读	wangfushidu
王府司马	wangfusima
王府文学	wangfuwenxue
王府引礼舍人	wangfuyinlisheren
王府右长史	wangfuyouzhangshi
王府掾	wangfuyuan
王府长史	wangfuzhangshi
王府主簿	wangfuzhubu
王府咨议参军	wangfuziyicanjun
王师	wangshi
王相	wangxiang
王友	wangyou
卫兵曹	weibingcao
卫兵曹参军	weibingcaocanjun
卫仓曹参军	weicangcaocanjun
卫大将军	weidajiangjun
卫经历	weijingli
卫铠曹参军	weikaicaocanjun
卫郎将	weilangjiang
卫录事参军	weilushicanjun
卫率府兵曹参军	weilvfubingcaocanjun
卫骑曹参军	weiqicaocanjun
卫千户	weiqianhu
卫上将军	weishangjiangjun
卫尉卿	weiweiqing
卫尉少卿	weiweishaoqing
卫尉寺丞	weiweisicheng
卫尉寺卿	weiweisiqing
卫尉寺少卿	weiweisishaoqing
未详	weixiang
卫翊府中郎将	weiyifuzhonglangjiang
卫镇抚	weizhenfu
卫直都指挥使	weizhiduzhihuishi
卫知事	weizhishi
卫冑曹参军	weizhoucaocanjun
文昌左丞	wenchangzuocheng
文林郎	wenlinlang
文思副使	wensifushi
文思使	wensishi
文思院大使	wensiyuandashi
文思院副使	wensiyuanfushi
文学馆学士	wenxueguanxueshi
文学掾	wenxueyuan
我是分割线	woshifengexian
武贲郎将	wubenlangjiang
武德大夫	wudedaifu
武德将军	wudejiangjun
武德郎	wudelang
武功大夫	wugongdaifu
武功郎	wugonglang
武节大夫	wujiedaifu
武节郎	wujielang
武经大夫	wujingdaifu
武经郎	wujinglang
武略大夫	wuluedaifu
武略将军	wuluejiangjun
武骑尉	wuqiwei
武尉	wuwei
武显大夫	wuxiandaifu
武学博士	wuxueboshi
武学谕	wuxueyu
武翼大夫	wuyidaifu
武翼郎	wuyilang
武英殿大学士	wuyingdiandaxueshi
西京左藏库副使	xijingzuocangkufushi
西京左藏库使	xijingzuocangkushi
西京作坊使	xijingzuofangshi
袭爵	xijue
西染院副使	xiranyuanfushi
西染院使	xiranyuanshi
西上合门副使	xishanghemenfushi
西上合门使	xishanghemenshi
西台察院监察御史	xitaichayuanjianchayushi
西台大夫	xitaidaifu
西头供奉官	xitougongfengguan
下百户所百户	xiabaihusuobaihu
下千户所达鲁花赤	xiaqianhusuodaluhuachi
下千户所弹压	xiaqianhusuotanya
县伯	xianbo
县达鲁花赤	xiandaluhuachi
县典史	xiandianshi
先锋	xianfeng
县公	xiangong
县君	xianjun
县开国公	xiankaiguogong
县开国男	xiankaiguonan
县开国子	xiankaiguozi
贤良方正	xianliangfangzheng
显谟阁待制	xianmogedaizhi
显谟阁学士	xianmogexueshi
显谟阁直学士	xianmogezhixueshi
县男	xiannan
宪司照磨	xiansizhaomo
宪司知事	xiansizhishi
县太君	xiantaijun
显文阁待制	xianwengedaizhi
县学教授	xianxuejiaoshou
县学教谕	xianxuejiaoyu
县学训导	xianxuexundao
县尹	xianyin
县主	xianzhu
县主簿	xianzhubu
县子	xianzi
详定一司敕令所删定官	xiangdingyisichilingsuoshandingguan
厢都指挥使	xiangduzhihuishi
乡君	xiangjun
乡贤	xiangxian
乡饮宾	xiangyinbin
骁骑尉	xiaoqiwei
孝子	xiaozi
刑部观政	xingbuguanzheng
刑部郎官	xingbulangguan
刑部郎中	xingbulangzhong
刑部尚书	xingbushangshu
刑部侍郎	xingbushilang
刑部右侍郎	xingbuyoushilang
刑部员外郎	xingbuyuanwailang
刑部主事	xingbuzhushi
刑部左侍郎	xingbuzuoshilang
省察官	xingchaguan
行大司农司丞	xingdasinongsicheng
行大司农司宣使	xingdasinongsixuanshi
行军千户所百户	xingjunqianhusuobaihu
行军司马	xingjunsima
行军万户	xingjunwanhu
行军长史	xingjunzhangshi
行军总管	xingjunzongguan
刑科给事中	xingkejishizhong
行人司副	xingrensifu
行人司行人	xingrensixingren
行省参议	xingshengcanyi
行省检校	xingshengjianjiao
行省佥事	xingshengqianshi
行省儒学副提举	xingshengruxuefutiju
行省儒学提举	xingshengruxuetiju
行太仆寺卿	xingtaipusiqing
行台御史	xingtaiyushi
行营兵马都监	xingyingbingmadoujian
行营都部署总管	xingyingdoubushuzongguan
行御史台御史大夫	xingyushitaiyushidafu
行中书省参政	xingzhongshushengcanzheng
行中书省参知政事	xingzhongshushengcanzhizhengshi
行中书省丞相	xingzhongshushengchengxiang
行中书省都事	xingzhongshushengdoushi
行中书省管勾	xingzhongshushengguangou
行中书省郎中	xingzhongshushenglangzhong
行中书省平章	xingzhongshushengpingzhang
行中书省宣使	xingzhongshushengxuanshi
行中书省右丞相	xingzhongshushengyouchengxiang
行中书省掾	xingzhongshushengyuan
行中书省员外郎	xingzhongshushengyuanwailang
行中书省照磨	xingzhongshushengzhaomo
行中书省左丞相	xingzhongshushengzuochengxiang
修国史	xiuguoshi
修礼书	xiulishu
修文馆学士	xiuwenguanxueshi
修文馆直学士	xiuwenguanzhixueshi
修武郎	xiuwulang
修元史	xiuyuanshi
修职郎	xiuzhilang
序班	xuban
宣德郎	xuandelang
宣奉大夫	xuanfengdaifu
宣抚处置使	xuanfuchuzhishi
宣抚处置使司参议官	xuanfuchuzhishisicanyiguan
宣抚处置使司干办公事	xuanfuchuzhishisiganbangongshi
宣抚副使	xuanfufushi
宣抚使司参议官	xuanfushisicanyiguan
宣抚司参谋	xuanfusicanmou
宣抚司宣抚	xuanfusixuanfu
宣徽北院使	xuanhuibeiyuanshi
宣徽南院使	xuanhuinanyuanshi
宣徽使	xuanhuishi
宣徽院使	xuanhuiyuanshi
宣徽院同知	xuanhuiyuantongzhi
宣教郎	xuanjiaolang
宣慰使司副使	xuanweishisifushi
宣慰使司同知	xuanweishisitongzhi
宣慰司都元帅府都事	xuanweisidouyuanshuaifudoushi
宣慰司都元帅府经历	xuanweisidouyuanshuaifujingli
宣慰司都元帅府照磨	xuanweisidouyuanshuaifuzhaomo
宣慰司令史	xuanweisilingshi
宣慰元帅	xuanweiyuanshuai
宣义郎	xuanyilang
宣议郎	xuanyilang
宣谕使	xuanyushi
宣政使	xuanzhengshi
宣政院使	xuanzhengyuanshi
学官	xueguan
学录	xuelu
学士	xueshi
学谕	xueyu
学正	xuezheng
训导	xundao
巡抚使	xunfushi
巡抚右副都御史	xunfuyoufudouyushi
巡官	xunguan
巡检使	xunjianshi
训科	xunke
训术	xunshu
训武郎	xunwulang
巡辖马递铺官	xunxiamadipuguan
衙将	yajiang
衙内都指挥使	yaneiduzhihuishi
押衙	yaya
亚中大夫	yazhongdafu
延福宫使	yanfugongshi
沿海制置使	yanhaizhizhishi
沿海制置使司	yanhaizhizhishisi
沿海制置司参议官	yanhaizhizhisicanyiguan
沿江水军制置副使	yanjiangshuijunzhizhifushi
沿江水军制置使	yanjiangshuijunzhizhishi
延康殿学士	yankangdianxueshi
衍圣公	yanshenggong
盐铁推官	yantietuiguan
盐运司知事	yanyunsizhishi
养病	yangbing
遥郡刺史	yaojuncishi
遥郡防御使	yaojunfangyushi
遥郡团练使	yaojuntuanlianshi
仪宾	yibin
义兵指挥千户	yibingzhihuiqianhu
伊儿汗	yierhan
翼副千户	yifuqianhu
义官	yiguan
医官	yiguan
仪鸾使	yiluanshi
义民官	yiminguan
议幕	yimu
一品夫人	yipinfuren
翼千户	yiqianhu
医人	yiren
宜人	yiren
医生	yisheng
医士	yishi
翊卫	yiwei
翊卫大夫	yiweidaifu
翼下千户所吏目	yixiaqianhusuolimu
医学典科	yixuedianke
医学提举司提举	yixuetijusitiju
医学训科	yixuexunke
医学正科	yixuezhengke
引驾	yinjia
引进司副使	yinjinsifushi
引进司使	yinjinsishi
银酒监武	yinjiujianwu
引礼	yinli
引礼舍人	yinlisheren
银青光禄大夫	yinqingguangludaifu
阴阳典术	yinyangdianshu
阴阳官	yinyangguan
阴阳学正	yinyangxuezheng
阴阳训术	yinyangxunshu
阴阳正术	yinyangzhengshu
营田副使	yingtianfushi
营田使	yingtianshi
鹰扬	yingyang
膺扬郎	yingyanglang
膺扬郎将	yingyanglangjiang
鹰扬郎将	yingyanglangjiang
右班殿直	youbandianzhi
右补阙	youbuque
右布政使	youbuzhengshi
右参议	youcanyi
右参政	youcanzheng
右朝奉大夫	youchaofengdaifu
右朝奉郎	youchaofenglang
右朝请大夫	youchaoqingdaifu
右朝请郎	youchaoqinglang
右朝散大夫	youchaosandaifu
右朝散郎	youchaosanlang
右朝议大夫	youchaoyidaifu
右承奉郎	youchengfenglang
右承事郎	youchengshilang
右承务郎	youchengwulang
右承议郎	youchengyilang
右从政郎	youcongzhenglang
右迪功郎	youdigonglang
右都御史	youduyushi
右奉议郎	youfengyilang
右奉直大夫	youfengzhidaifu
右副都御史	youfudouyushi
右副元帅	youfuyuanshuai
右光禄大夫	youguangludaifu
右果毅都尉	youguoyiduwei
游击将军	youjijiangjun
右给事中	youjishizhong
右监门卫大将军	youjianmenweidajiangjun
右监门卫将军	youjianmenweijiangjun
右谏议大夫	youjianyidafu
右金吾大将军	youjinwudajiangjun
右金吾将军	youjinwujiangjun
右金吾卫兵曹参军	youjinwuweibingcaocanjun
右金吾卫大将军	youjinwuweidajiangjun
右金吾卫上将军	youjinwuweishangjiangjun
右领军大将军	youlingjundajiangjun
右领军卫大将军	youlingjunweidajiangjun
右领军卫将军	youlingjunweijiangjun
右领军卫上将军	youlingjunweishangjiangjun
右龙武军大将军	youlongwujundajiangjun
右仆射	youpuye|youpushe
右仆射兼门下侍郎	youpuyejianmenxiashilang
右骐骥副使	youqijifushi
右骐骥使	youqijishi
右佥都御史	youqianduyushi
右千牛	youqianniu
右千牛卫大将军	youqianniuweidajiangjun
右千牛卫将军	youqianniuweijiangjun
右千牛卫上将军	youqianniuweishangjiangjun
右散骑常侍	yousanqichangshi
右神武军大将军	youshenwujundajiangjun
右神武军将军	youshenwujunjiangjun
右侍禁	youshijin
右拾遗	youshiyi
右司谏	yousijian
右太中大夫	youtaizhongdafu
右通奉大夫	youtongfengdaifu
右通政	youtongzheng
右通直郎	youtongzhilang
右屯卫	youtunwei
右屯卫大将军	youtunweidajiangjun
右屯卫将军	youtunweijiangjun
右卫大将军	youweidajiangjun
右卫将军	youweijiangjun
右卫上将军	youweishangjiangjun
右文殿修撰	youwendianxiuzhuan
右武大夫	youwudaifu
右武卫大将军	youwuweidajiangjun
右武卫将军	youwuweijiangjun
右骁卫	youxiaowei
右骁卫大将军	youxiaoweidajiangjun
右骁卫将军	youxiaoweijiangjun
右修职郎	youxiuzhilang
右宣教郎	youxuanjiaolang
右宣义郎	youxuanyilang
右银青光禄大夫	youyinqingguangludaifu
右羽林将军	youyulinjiangjun
右赞善大夫	youzanshandaifu
右正言	youzhengyan
右正议大夫	youzhengyidaifu
右中大夫	youzhongdafu
右中奉大夫	youzhongfengdaifu
右中散大夫	youzhongsandafu
虞部郎中	yubulangzhong
虞部员外郎	yubuyuanwailang
羽林军	yulinjun
御前某军都统制	yuqianmoujundoutongzhi
御前诸军都统制	yuqianzhujundoutongzhi
御史台察院掾	yushitaichayuanyuan
御史台都事	yushitaidoushi
御史台检法官	yushitaijianfaguan
御史台侍御史	yushitaishiyushi
御史台推直官	yushitaituizhiguan
御史台治书侍御史	yushitaizhishushiyushi
御史台主簿	yushitaizhubu
御史中丞	yushizhongcheng
苑马寺卿	yuanmasiqing
苑马寺少卿	yuanmasishaoqing
员外散骑侍郎	yuanwaisanqishilang
员外置同正员	yuanwaizhitongzhengyuan
云麾将军	yunhuijiangjun
云骑尉	yunqiwei
运使	yunshi
运司判官	yunsipanguan
赞善大夫	zanshandaifu
赞治尹	zanzhiyin
斋郎	zhailang
詹事府司直	zhanshifusizhi
詹事府右春坊右谕德	zhanshifuyouchunfangyouyude
詹事府詹事	zhanshifuzhanshi
长公主	zhanggongzhu
帐籍司	zhangjisi
掌全真道教事	zhangquanzhendaojiaoshi
长上左果毅	zhangshangzuoguoyi
掌詹事府事	zhangzhanshifushi
招抚使	zhaofushi
招抚使司都统制	zhaofushisidoutongzhi
照磨	zhaomo
招讨使	zhaotaoshi
昭文馆大学士	zhaowenguandaxueshi
昭文馆学士	zhaowenguanxueshi
昭武校尉	zhaowuxiaowei
昭信校尉	zhaoxinxiaowei
昭宣使	zhaoxuanshi
昭义军	zhaoyijun
昭勇将军	zhaoyongjiangjun
昭勇将军指挥使	zhaoyongjiangjunzhihuishi
折冲	zhechong
折冲都尉	zhechongduwei
镇抚	zhenfu
镇抚使	zhenfushi
真人	zhenren
正奉大夫	zhengfengdaifu
正谏大夫	zhengjiandafu
正将	zhengjiang
正科	zhengke
正千户	zhengqianhu
征仕郎	zhengshilang
正术	zhengshu
正四品	zhengsipin
征行千户	zhengxingqianhu
征行万户	zhengxingwanhu
正言	zhengyan
正议大夫	zhengyidaifu
正治卿	zhengzhiqing
正治上卿	zhengzhishangqing
直宝谟阁	zhibaomoge
直宝文阁	zhibaowenge
直宝章阁	zhibaozhangge
知北京留守司事	zhibeijingliushousishi
直长	zhichang
制敕院五房堂后官	zhichiyuanwufangtanghouguan
知大宗正司丞事	zhidazongzhengsichengshi
知大宗正司事	zhidazongzhengsishi
支度副使	zhidufushi
职方	zhifang
职方郎中	zhifanglangzhong
职方司郎中	zhifangsilangzhong
职方司员外郎	zhifangsiyuanwailang
职方员外郎	zhifangyuanwailang
直敷文阁	zhifuwenge
知贡举	zhigongju
直翰林医官院	zhihanlinyiguanyuan
知合门事	zhihemenshi
直弘文馆	zhihongwenguan
直华文阁	zhihuawenge
直焕章阁	zhihuanzhangge
指挥佥事	zhihuiqianshi
指挥使	zhihuishi
指挥同知	zhihuitongzhi
直徽猷阁	zhihuiyouge
直集贤院	zhijixianyuan
知谏院	zhijianyuan
直讲	zhijiang
知军	zhijun
知军事	zhijunshi
知礼部贡举	zhilibugongju
知礼部贡举事	zhilibugongjushi
知吏部选事	zhilibuxuanshi
知临安军府事	zhilinanjunfushi
直龙图阁	zhilongtuge
知录事参军事	zhilushicanjunshi
直秘阁	zhimige
知某府军府事	zhimoufujunfushi
知某监事	zhimoujianshi
知某军事	zhimoujunshi
知某县事	zhimouxianshi
知某州军州事	zhimouzhoujunzhoushi
知南京留守司事	zhinanjingliushousishi
知南外宗正事	zhinanwaizongzhengshi
织染局副使	zhiranjufushi
直舍人院	zhisherenyuan
知审官院事	zhishenguanyuanshi
知审刑院事	zhishenxingyuanshi
知事	zhishi
直史馆	zhishiguan
知史官事	zhishiguanshi
知枢密院事	zhishumiyuanshi
治书侍御史	zhishushiyushi
知太常礼院	zhitaichangliyuan
知西京留守司事	zhixijingliushousishi
知西外宗正事	zhixiwaizongzhengshi
知县丞事	zhixianchengshi
直显谟阁	zhixianmoge
知县事兼军使	zhixianshijianjunshi
直学	zhixue
直学士	zhixueshi
直学士院	zhixueshiyuan
知印	zhiyin
知杂侍御史	zhizashiyushi
知砦	zhizhai
直昭文馆	zhizhaowenguan
制置大使	zhizhidashi
制置副使	zhizhifushi
知制诰	zhizhigao
制置使司参谋官	zhizhishisicanmouguan
制置使司参议官	zhizhishisicanyiguan
制置使司干办公事	zhizhishisiganbangongshi
制置使司主管机宜文字	zhizhishisizhuguanjiyiwenzi
中奉大夫	zhongfengdaifu
中极殿大学士	zhongjidiandaxueshi
中散大夫	zhongsandafu
中书检校	zhongshujianjiao
中书郎中	zhongshulangzhong
中书门下省检正诸房公事	zhongshumenxiashengjianzhengzhufanggongshi
中书舍人	zhongshusheren
中书省参政	zhongshushengcanzheng
中书省平章政事	zhongshushengpingzhangzhengshi
中书省事	zhongshushengshi
中书省右丞相	zhongshushengyouchengxiang
中书省右司都事	zhongshushengyousidoushi
中书省右司郎中	zhongshushengyousilangzhong
中书省右司员外郎	zhongshushengyousiyuanwailang
中书省掾	zhongshushengyuan
中书省左丞相	zhongshushengzuochengxiang
中书省左司都事	zhongshushengzuosidoushi
中书省左司郎中	zhongshushengzuosilangzhong
中书省左司员外郎	zhongshushengzuosiyuanwailang
中顺大夫	zhongshundaifu
中宪大夫	zhongxiandaifu
忠训郎	zhongxunlang
中议大夫	zhongyidaifu
忠翊郎	zhongyilang
中政院使	zhongzhengyuanshi
州别驾	zhoubiejia
州兵曹参军	zhoubingcaocanjun
州兵马都监	zhoubingmadoujian
州兵马监押	zhoubingmajianya
州兵马钤辖	zhoubingmaqianxia
州仓曹参军	zhoucangcaocanjun
州刺史	zhoucishi
州从事	zhoucongshi
州大都督	zhoudadudu
州达鲁花赤	zhoudaluhuachi
州都目	zhoudoumu
州都督府司马	zhoududufusima
州功曹参军	zhougongcaocanjun
州节度判官	zhoujiedupanguan
州吏目	zhoulimu
州录事参事	zhoulushicanshi
州判官	zhoupanguan
州儒学教授	zhouruxuejiaoshou
州司兵	zhousibing
州司兵参军	zhousibingcanjun
州司仓参军	zhousicangcanjun
州司法参军	zhousifacanjun
州司功参军	zhousigongcanjun
州司户参军事	zhousihucanjunshi
州司马	zhousima
州司千户	zhousiqianhu
州提控案牍	zhoutikongandu
州同知	zhoutongzhi
州团练使	zhoutuanlianshi
州万户	zhouwanhu
周王	zhouwang
州文学	zhouwenxue
州学博士	zhouxueboshi
州学官	zhouxueguan
州学录	zhouxuelu
州学训导	zhouxuexundao
州学正	zhouxuezheng
州尹	zhouyin
州掾	zhouyuan
州长官	zhouzhangguan
州长史	zhouzhangshi
州知事	zhouzhishi
州中正	zhouzhongzheng
州诸军事	zhouzhujunshi
州总管	zhouzongguan
驻泊兵马钤辖	zhubobingmaqianxia
主簿御史台诸寺监	zhubuyushitaizhusijian
住持寺观宫	zhuchisiguangong
诸道盐铁转运使	zhudaoyantiezhuanyunshi
主管安抚司公事	zhuguananfusigongshi
主管成都府玉局观	zhuguanchengdufuyujuguan
主管宫观	zhuguangongguan
主管官告院	zhuguanguangaoyuan
主管经略安抚使司公事	zhuguanjinglueanfushisigongshi
主管三省枢密院架阁文字	zhuguansanxingshumiyuanjiagewenzi
主管尚书省户部架阁文字	zhuguanshangshushenghubujiagewenzi
主管尚书省礼兵部架阁文字	zhuguanshangshushenglibingbujiagewenzi
主管尚书省吏部架阁文字	zhuguanshangshushenglibujiagewenzi
主管台州崇道观	zhuguantaizhouchongdaoguan
助教	zhujiao
主考官	zhukaoguan
主客员外郎	zhukeyuanwailang
诸路总管府儒学教授	zhuluzongguanfuruxuejiaoshou
诸路总管府儒学训导	zhuluzongguanfuruxuexundao
诸路总管府推官	zhuluzongguanfutuiguan
诸路总管府学录	zhuluzongguanfuxuelu
诸路总管府医学教授	zhuluzongguanfuyixuejiaoshou
诸路总管府医学录	zhuluzongguanfuyixuelu
诸路总管府医学正	zhuluzongguanfuyixuezheng
诸路总管府知事	zhuluzongguanfuzhishi
诸路总管府治中	zhuluzongguanfuzhizhong
诸路总管府总管	zhuluzongguanfuzongguan
诸王	zhuwang
诸王宫大小学教授	zhuwanggongdaxiaoxuejiaoshou
诸卫上将军	zhuweishangjiangjun
著作佐郎	zhuzuozuolang
转运副使	zhuanyunfushi
转运留后	zhuanyunliuhou
转运使兼按察使	zhuanyunshijiananchashi
转运使司	zhuanyunshisi
转运司干办公事	zhuanyunsiganbangongshi
转运司管勾文字	zhuanyunsiguangouwenzi
转运司判官	zhuanyunsipanguan
转运司主管文字	zhuanyunsizhuguanwenzi
转运盐使司副使	zhuanyunyanshisifushi
庄宅副使	zhuangzhaifushi
庄宅使	zhuangzhaishi
准备差遣	zhunbeichaiqian
资德大夫	zidedaifu
资善大夫	zishandaifu
资善堂直讲	zishantangzhijiang
咨议参军	ziyicanjun
资政大夫	zizhengdaifu
资政殿大学士	zizhengdiandaxueshi
资政殿学士	zizhengdianxueshi
资治少尹	zizhishaoyin
资治尹	zizhiyin
总管府长史	zongguanfuzhangshi
总领	zongling
总领官	zonglingguan
总领所干办公事	zonglingsuoganbangongshi
总旗	zongqi
宗正丞	zongzhengcheng
宗正卿	zongzhengqing
宗正少卿	zongzhengshaoqing
宗正寺丞	zongzhengsicheng
宗正寺少卿	zongzhengsishaoqing
宗正寺主簿	zongzhengsizhubu
宗子博士	zongziboshi
宗子学谕	zongzixueyu
奏差	zoucha
走马承受公事	zoumachengshougongshi
左班殿直	zuobandianzhi
左补阙	zuobuque
左布政使	zuobuzhengshi
左参议	zuocanyi
左参政	zuocanzheng
左藏库副使	zuocangkufushi
左藏库使	zuocangkushi
左朝奉大夫	zuochaofengdaifu
左朝奉郎	zuochaofenglang
左朝请大夫	zuochaoqingdaifu
左朝请郎	zuochaoqinglang
左朝散大夫	zuochaosandaifu
左朝散郎	zuochaosanlang
左朝议大夫	zuochaoyidaifu
左丞	zuocheng
左承事郎	zuochengshilang
左承议郎	zuochengyilang
左从事郎	zuocongshilang
左迪功郎	zuodigonglang
左都御史	zuoduyushi
作坊副使	zuofangfushi
作坊使	zuofangshi
左奉议郎	zuofengyilang
左奉直大夫	zuofengzhidaifu
左副都御史	zuofudouyushi
左副都元帅	zuofudouyuanshuai
左光禄大夫	zuoguangludaifu
左果毅都尉	zuoguoyiduwei
左给事中	zuojishizhong
左监军	zuojianjun
左监门卫大将军	zuojianmenweidajiangjun
左监门卫将军	zuojianmenweijiangjun
左谏议大夫	zuojianyidafu
左金吾卫大将军	zuojinwuweidajiangjun
左领军卫大将军	zuolingjunweidajiangjun
左领军卫将军	zuolingjunweijiangjun
左龙武军大将军	zuolongwujundajiangjun
左仆射	zuopuye|zuopushe
左骐骥使	zuoqijishi
左千牛	zuoqianniu
左千牛卫大将军	zuoqianniuweidajiangjun
左千牛卫将军	zuoqianniuweijiangjun
左亲卫	zuoqinwei
左散骑常侍	zuosanqichangshi
左神武军大将军	zuoshenwujundajiangjun
左侍禁	zuoshijin
左侍郎	zuoshilang
左拾遗	zuoshiyi
左庶子	zuoshuzi
左司谏	zuosijian
左司马	zuosima
左司员外郎	zuosiyuanwailang
左台监察御史	zuotaijianchayushi
左太中大夫	zuotaizhongdafu
左通议大夫	zuotongyidaifu
左屯卫	zuotunwei
左屯卫大将军	zuotunweidajiangjun
左卫大将军	zuoweidajiangjun
左卫将军	zuoweijiangjun
左卫率府兵曹参军	zuoweilvfubingcaocanjun
左卫上将军	zuoweishangjiangjun
左威卫	zuoweiwei
左卫长史	zuoweizhangshi
左武大夫	zuowudaifu
左武卫	zuowuwei
左武卫大将军	zuowuweidajiangjun
左武卫将军	zuowuweijiangjun
左武卫长史	zuowuweizhangshi
左骁卫大将军	zuoxiaoweidajiangjun
左骁卫将军	zuoxiaoweijiangjun
左骁卫上将军	zuoxiaoweishangjiangjun
左宣奉大夫	zuoxuanfengdaifu
左宣教郎	zuoxuanjiaolang
左宣义郎	zuoxuanyilang
左勋卫	zuoxunwei
左翊卫	zuoyiwei
左银青光禄大夫	zuoyinqingguangludaifu
左右仆射	zuoyoupuye
左谕德	zuoyude
左羽林大将军	zuoyulindajiangjun
左羽林将军	zuoyulinjiangjun
左长史	zuozhangshi
左正言	zuozhengyan
左正议大夫	zuozhengyidaifu
左中大夫	zuozhongdafu
左中奉大夫	zuozhongfengdaifu
左中散大夫	zuozhongsandafu
左柱国	zuozhuguo
周公东征	zhougongdongzheng
城濮之战	chengpuzhizhan
阏与之战	yanyuzhizhan
巨鹿之战	juluzhizhan
陈仓之战	chencangzhizhan
广宗之战	guangzongzhizhan
天水之战	tianshuizhizhan
合肥之战	hefeizhizhan
潼关之战	tongguanzhizhan
邺城之战	yechengzhizhan
白狼山之战	bailangshanzhizhan
白马之战	baimazhizhan
赤壁之战	chibizhizhan
樊城之战	fanchengzhizhan
官渡之战	guanduzhizhan
南中之战	nanzhongzhizhan
乌巢之战	wuchaozhizhan
徐州之战	xuzhouzhizhan
夷陵之战	yilingzhizhan
八王之乱	bawangzhiluan
淝水之战	feishuizhizhan
常山之战	changshanzhizhan
成都之战	chengduzhizhan
甘露之变	ganluzhibian
靖难之役	jingnanzhiyi
安贫求道	anpinqiudao
霸道悦君	badaoyuejun
罢酒励君	bajiulijun
霸王别姬	bawangbieji
半面之交	banmianzhijiao
葆申笞王	baoshenchiwang
报书申志	baoshushenzhi
悲歌诀别	beigejuebie
杯弓蛇影	beigongsheying
悲恸尸冢	beitongshizhong
闭门投辖	bimentouxia
髀肉复生	biroufusheng
避世金马	bishijinma
比食侏儒	bishizhuru
辩言好色	bianyanhaose
辩冤免死	bianyuanmiansi
秉公报恩	binggongbaoen
秉公行事	binggongxingshi
丙吉问牛	bingjiwenniu
病免家居	bingmianjiaju
病危易篑	bingweiyikui
