按察官	anchaguan
防团军事推官	fangtuanjunshituiguan
辅国大将军	fuguodajiangjun
供备库副使	gongbeikufushi
弓箭库副使	gongjiankufushi
冠军大将军	guanjundajiangjun
翰林医官副使	hanlinyiguanfushi
翰林医官使	hanlinyiguanshi
河东节度使	hedongjiedushi
河阳三城节度使	heyangsanchengjiedushi
后行员外郎	houxingyuanwailang
怀化大将军	huaihuadajiangjun
淮南节度使	huainanjiedushi
剑南东川节度	jiannandongchuanjiedu
剑南西川节度	jiannanxichuanjiedu
节察掌书记支使	jiechazhangshujizhishi
节度观察留后	jieduguanchaliuhou
节度州三印	jieduzhousanyin
金紫光禄大夫	jinziguangludaifu
荆南节度使	jingnanjiedushi
军器库副使	junqikufushi
开府仪同三司	kaifuyitongsansi
留守节察判官	liushoujiechapanguan
留守节察推官	liushoujiechatuiguan
秘书监校书郎	mishujianxiaoshulang
秘书监正字	mishujianzhengzi
秘书监助教	mishujianzhujiao
某军承宣使	moujunchengxuanshi
某军节度观察留后	moujunjieduguanchaliuhou
某军节度使	moujunjiedushi
某州防御使	mouzhoufangyushi
某州观察使	mouzhouguanchashi
某州团练使	mouzhoutuanlianshi
南宋内侍阶官	nansongneishijieguan
披带班殿侍	pidaibandianshi
骠骑大将军	piaoqidajiangjun
前行员外郎	qianxingyuanwailang
三班院使臣	sanbanyuanshichen
三京府军巡判官	sanjingfujunxunpanguan
三京府判官	sanjingfupanguan
山南东道节度使	shannandongdaojiedushi
山南西道节度使	shannanxidaojiedushi
尚书右仆射	shangshuyoupuye
尚书左仆射	shangshuzuopuye
试衔知录事参军	shixianzhilushicanjun
试衔知县令	shixianzhixianling
侍右小使臣	shiyouxiaoshichen
守阙进义副尉	shouquejinyifuwei
守阙进勇副尉	shouquejinyongfuwei
宋前期京朝官本官阶	songqianqijingchaoguanbenguanjie
太常寺奉礼郎	taichangsifenglilang
太常寺太祝	taichangsitaizhu
太史局直长	taishijuzhichang
太子左右赞善大夫	taizizuoyouzanshandaifu
天文官十六阶	tianwenguanshiliujie
贴祗侯内品	tiezhihouneipin
西八作副使	xibazuofushi
西京左藏库副使	xijingzuocangkufushi
西京左藏库使	xijingzuocangkushi
西京作坊副使	xijingzuofangfushi
西京作坊使	xijingzuofangshi
西绫锦副使	xilingjinfushi
西染院副使	xiranyuanfushi
西头供奉官	xitougongfengguan
西作坊副使	xizuofangfushi
香药库副使	xiangyaokufushi
遥郡承宣使	yaojunchengxuanshi
遥郡防御使	yaojunfangyushi
遥郡观察使	yaojunguanchashi
遥郡节度观察留后	yaojunjieduguanchaliuhou
遥郡团练使	yaojuntuanlianshi
医官二十二阶	yiguanershierjie
银青光禄大夫	yinqingguangludaifu
右朝奉大夫	youchaofengdaifu
右朝请大夫	youchaoqingdaifu
右朝散大夫	youchaosandaifu
右朝议大夫	youchaoyidaifu
右奉直大夫	youfengzhidaifu
右光禄大夫	youguangludaifu
右谏议大夫	youjianyidafu
右金紫光禄大夫	youjinziguangludaifu
右骐骥副使	youqijifushi
右太中大夫	youtaizhongdafu
右通奉大夫	youtongfengdaifu
右通议大夫	youtongyidaifu
右宣奉大夫	youxuanfengdaifu
右银青光禄大夫	youyinqingguangludaifu
右正奉大夫	youzhengfengdaifu
右正议大夫	youzhengyidaifu
右中奉大夫	youzhongfengdaifu
右中散大夫	youzhongsandafu
元丰以后寄禄官	yuanfengyihoujiluguan
镇国大将军	zhenguodajiangjun
正国大将军	zhengguodajiangjun
祗侯黄门内品	zhihouhuangmenneipin
知录事参军	zhilushicanjun
中行员外郎	zhonghangyuanwailang
诸寺监主簿	zhusijianzhubu
左藏库副使	zuocangkufushi
左朝奉大夫	zuochaofengdaifu
左朝请大夫	zuochaoqingdaifu
左朝散大夫	zuochaosandaifu
左朝议大夫	zuochaoyidaifu
左奉直大夫	zuofengzhidaifu
左光禄大夫	zuoguangludaifu
左谏议大夫	zuojianyidafu
左金紫光禄大夫	zuojinziguangludaifu
左骐骥副使	zuoqijifushi
左太中大夫	zuotaizhongdafu
左通奉大夫	zuotongfengdaifu
左通议大夫	zuotongyidaifu
左宣奉大夫	zuoxuanfengdaifu
左银青光禄大夫	zuoyinqingguangludaifu
左正奉大夫	zuozhengfengdaifu
左正议大夫	zuozhengyidaifu
左中奉大夫	zuozhongfengdaifu
左中散大夫	zuozhongsandafu
管勾成都府玉局观	guangouchengdufuyujuguan
管勾祥源观公事	guangouxiangyuanguangongshi
管勾祥源观事	guangouxiangyuanguanshi
检校兵部尚书	jianjiaobingbushangshu
检校工部尚书	jianjiaogongbushangshu
检校国子祭酒	jianjiaoguozijijiu
检校户部尚书	jianjiaohubushangshu
检校吏部尚书	jianjiaolibushangshu
检校礼部尚书	jianjiaolibushangshu
检校尚书右仆射	jianjiaoshangshuyoupuye
检校尚书左仆射	jianjiaoshangshuzuopuye
检校水部员外郎	jianjiaoshuibuyuanwailang
检校太子宾客	jianjiaotaizibinke
检校刑部尚书	jianjiaoxingbushangshu
检校右散骑常侍	jianjiaoyousanqichangshi
检校左散骑常侍	jianjiaozuosanqichangshi
节度行军司马	jieduxingjunsima
上轻车都尉	shangqingcheduwei
神霄玉清万寿宫使	shenxiaoyuqingwanshougongshi
提点万寿观公事	tidianwanshouguangongshi
提点佑神观公事	tidianyoushenguangongshi
提举崇福宫	tijuchongfugong
提举洞霄宫	tijudongxiaogong
提举凤翔府上清宫	tijufengxiangfushangqinggong
提举杭州洞霄宫	tijuhangzhoudongxiaogong
提举会灵观	tijuhuilingguan
提举会灵观公事	tijuhuilingguangongshi
提举临安府洞宵宫	tijulinanfudongxiaogong
提举南京鸿庆宫	tijunanjinghongqinggong
提举西京嵩山崇福宫	tijuxijingsongshanchongfugong
提举在外宫观	tijuzaiwaigongguan
同醴泉观使	tongliquanguanshi
玉清昭应宫使	yuqingzhaoyinggongshi
中太一宫使	zhongtaiyigongshi
中太乙宫使	zhongtaiyigongshi
州司士参军	zhousishicanjun
州文学参军	zhouwenxuecanjun
主管成都府玉局观	zhuguanchengdufuyujuguan
主管台州崇道观	zhuguantaizhouchongdaoguan
参知政事行府	canzhizhengshixingfu
平章军国事	pingzhangjunguoshi
平章军国重事	pingzhangjunguozhongshi
少宰兼中书侍郎	shaozaijianzhongshushilang
太宰兼门下侍郎	taizaijianmenxiashilang
同平章军国事	tongpingzhangjunguoshi
中书门下平章事	zhongshumenxiapingzhangshi
保和殿大学士	baohediandaxueshi
保和殿待制	baohediandaizhi
保和殿学士	baohedianxueshi
保和殿直学士	baohedianzhixueshi
宝谟阁待制	baomogedaizhi
宝谟阁学士	baomogexueshi
宝谟阁直学士	baomogezhixueshi
宝文阁待制	baowengedaizhi
宝文阁学士	baowengexueshi
宝文阁直学士	baowengezhixueshi
宝章阁待制	baozhanggedaizhi
宝章阁学士	baozhanggexueshi
宝章阁直学士	baozhanggezhixueshi
编校集贤书籍	bianjiaojixianshuji
编校集贤院书籍	bianjiaojixianyuanshuji
编校秘阁书籍	bianjiaomigeshuji
编校史观书籍	bianjiaoshiguanshuji
编校昭文馆书籍	bianjiaozhaowenguanshuji
编校昭文书籍	bianjiaozhaowenshuji
步军粮料院	bujunliangliaoyuan
澶州镇宁监	chanzhouzhenningjian
崇文院检讨	chongwenyuanjiantao
崇文院校书	chongwenyuanxiaoshu
大名府大名监	damingfudamingjian
点检三馆秘阁书籍	dianjiansanguanmigeshuji
都大提举河渠司	doudatijuhequsi
都提举三司公事	doutijusansigongshi
端明殿学士	duanmingdianxueshi
发遣三司使	faqiansansishi
府界牧马监	fujiemumajian
府界孳生监	fujiezishengjian
敷文阁待制	fuwengedaizhi
敷文阁学士	fuwengexueshi
敷文阁直学士	fuwengezhixueshi
敷文直学士	fuwenzhixueshi
勾当步军粮料院公事	goudangbujunliangliaoyuangongshi
勾当估马司公事	goudanggumasigongshi
勾当河渠事	goudanghequshi
勾当河渠司	goudanghequsi
勾当河渠司公事	goudanghequsigongshi
勾当监公事	goudangjiangongshi
观文殿大学士	guanwendiandaxueshi
观文殿学士	guanwendianxueshi
关西道判官	guanxidaopanguan
广南道判官	guangnandaopanguan
河北道判官	hebeidaopanguan
河北监牧使	hebeijianmushi
河北监牧使司	hebeijianmushisi
河东道判官	hedongdaopanguan
河南道判官	henandaopanguan
河南府洛阳监	henanfuluoyangjian
河南监牧使	henanjianmushi
河南监牧使司	henanjianmushisi
河渠司勾当公事	hequsigoudanggongshi
华文阁待制	huawengedaizhi
华文阁学士	huawengexueshi
华文阁直学士	huawengezhixueshi
淮南道判官	huainandaopanguan
焕章阁待制	huanzhanggedaizhi
焕章阁学士	huanzhanggexueshi
焕章阁直学士	huanzhanggezhixueshi
徽猷阁待制	huiyougedaizhi
徽猷阁学士	huiyougexueshi
徽猷阁直学士	huiyougezhixueshi
徽猷直学士	huiyouzhixueshi
畿内牧马监	jineimumajian
集贤殿大学士	jixiandiandaxueshi
集贤殿修撰	jixiandianxiuzhuan
集贤殿直学士	jixiandianzhixueshi
集贤院大学士	jixianyuandaxueshi
集贤院校理	jixianyuanxiaoli
集贤院学士	jixianyuanxueshi
集英殿修撰	jiyingdianxiuzhuan
监馆阁书籍	jianguangeshuji
监金耀门书库	jianjinyaomenshuku
监金耀门纸库	jianjinyaomenzhiku
监秘阁图书	jianmigetushu
监牧指挥使	jianmuzhihuishi
剑南道判官	jiannandaopanguan
监三馆书籍秘阁图书	jiansanguanshujimigetushu
江南东道判官	jiangnandongdaopanguan
江南西道判官	jiangnanxidaopanguan
金耀门书库	jinyaomenshuku
京畿孳生马监	jingjizishengmajian
两浙道判官	liangzhedaopanguan
留守司三司	liushousisansi
龙图阁待制	longtugedaizhi
龙图阁学士	longtugexueshi
龙图阁直学士	longtugezhixueshi
马步军专勾司	mabujunzhuangousi
马军粮料院	majunliangliaoyuan
洺州广平二监	mingzhouguangpingerjian
南北两监牧	nanbeiliangjianmu
判度支勾院	panduzhigouyuan
判度支凭由司	panduzhipingyousi
判户部勾院	panhubugouyuan
判户部凭由司	panhubupingyousi
判集贤院事	panjixianyuanshi
判留守司三司	panliushousisansi
判留守司三司公事	panliushousisansigongshi
判留司三司	panliusisansi
判磨勘司官	panmokansiguan
判行在三司公事	panxingzaisansigongshi
判盐铁勾院	panyantiegouyuan
判盐铁凭由司	panyantiepingyousi
判右计勾院公事	panyoujigouyuangongshi
判昭文馆事	panzhaowenguanshi
判左计勾院公事	panzuojigouyuangongshi
权度支判官	quanduzhipanguan
权发遣度支副使	quanfaqianduzhifushi
权发遣度支判官	quanfaqianduzhipanguan
权发遣副使	quanfaqianfushi
权发遣公事	quanfaqiangongshi
权发遣盐铁判官	quanfaqianyantiepanguan
权遣三司使	quanqiansansishi
权群牧判官	quanqunmupanguan
权群牧制置使	quanqunmuzhizhishi
权三司度支副使	quansansiduzhifushi
权三司度支判官	quansansiduzhipanguan
权三司户部副使	quansansihubufushi
权三司户部判官	quansansihubupanguan
权三司使公事	quansansishigongshi
权三司使事	quansansishishi
权三司盐铁副使	quansansiyantiefushi
权三司盐铁判官	quansansiyantiepanguan
权盐铁副使	quanyantiefushi
权盐铁判官	quanyantiepanguan
群牧制置使	qunmuzhizhishi
睿思殿供奉	ruisidiangongfeng
三部勾院判勾官	sanbugouyuanpangouguan
三部凭由司	sanbupingyousi
三四承受御宝凭由司	sansichengshouyubaopingyousi
三司都勾押官	sansidougouyaguan
三司都勾院	sansidougouyuan
三司都理欠凭由司	sansidouliqianpingyousi
三司都理欠司	sansidouliqiansi
三司都磨勘司	sansidoumokansi
三司都凭由司	sansidoupingyousi
三司度支副使	sansiduzhifushi
三司度支勾院	sansiduzhigouyuan
三司度支判官	sansiduzhipanguan
三司度支诸案	sansiduzhizhuan
三司二十四案	sansiershisian
三司干当公事	sansigandanggongshi
三司勾当公事	sansigoudanggongshi
三司勾覆官	sansigoufuguan
三司关西道判官	sansiguanxidaopanguan
三司广南道判官	sansiguangnandaopanguan
三司河北道判官	sansihebeidaopanguan
三司河东道判官	sansihedongdaopanguan
三司河南道判官	sansihenandaopanguan
三司河渠司	sansihequsi
三司户部副使	sansihubufushi
三司户部勾院	sansihubugouyuan
三司户部判官	sansihubupanguan
三司户部诸案	sansihubuzhuan
三司淮南道判官	sansihuainandaopanguan
三司剑南道判官	sansijiannandaopanguan
三司江南东道判官	sansijiangnandongdaopanguan
三司江南西道判官	sansijiangnanxidaopanguan
三司开拆司	sansikaichaisi
三司开拆司推官	sansikaichaisituiguan
三司孔目官	sansikongmuguan
三司会计司	sansikuaijisi
三司两浙道判官	sansiliangzhedaopanguan
三司磨勘司	sansimokansi
三司推勘院	sansituikanyuan
三司文书仓	sansiwenshucang
三司盐铁副使	sansiyantiefushi
三司盐铁勾院	sansiyantiegouyuan
三司盐铁判官	sansiyantiepanguan
三司盐铁诸案	sansiyantiezhuan
三司右计使	sansiyoujishi
三司总计度使	sansizongjidushi
三司总计使	sansizongjishi
三司左计使	sansizuojishi
陕西估马司	shanxigumasi
陕西监牧司	shanxijianmusi
陕西买马司	shanximaimasi
述古殿学士	shugudianxueshi
枢密直学士	shumizhixueshi
随驾三司判官	suijiasansipanguan
提点三司公事	tidiansansigongshi
提点右厢诸监公事	tidianyouxiangzhujiangongshi
提点右厢诸监司	tidianyouxiangzhujiansi
提点左厢诸监公事	tidianzuoxiangzhujiangongshi
提点左厢诸监司	tidianzuoxiangzhujiansi
提举秦凤等路买马监牧司	tijuqinfengdenglumaimajianmusi
提举三司帐勾磨勘司	tijusansizhanggoumokansi
提举三司帐司	tijusansizhangsi
提举三司帐司勾院	tijusansizhangsigouyuan
提举三司帐司勾院磨勘司	tijusansizhangsigouyuanmokansi
提举陕西等路监牧及买马公事	tijushanxidenglujianmujimaimagongshi
提举陕西等路买马监牧司	tijushanxidenglumaimajianmusi
提举陕西买马司	tijushanximaimasi
提举帐勾磨勘司	tijuzhanggoumokansi
提辖秘阁供御图书	tixiamigegongyutushu
天章阁待制	tianzhanggedaizhi
天章阁侍讲	tianzhanggeshijiang
天章阁学士	tianzhanggexueshi
天章阁直学士	tianzhanggezhixueshi
天章直学士	tianzhangzhixueshi
文明殿学士	wenmingdianxueshi
西京粮料院使	xijingliangliaoyuanshi
显谟阁待制	xianmogedaizhi
显谟阁学士	xianmogexueshi
显谟阁直学士	xianmogezhixueshi
显谟直学士	xianmozhixueshi
显文阁待制	xianwengedaizhi
显文阁学士	xianwengexueshi
显文阁直学士	xianwengezhixueshi
相州安阳监	xiangzhouanyangjian
行在三司副使	xingzaisansifushi
行在三司使	xingzaisansishi
邢州安国监	xingzhouanguojian
许州单镇监	xuzhoudanzhenjian
宣和殿大学士	xuanhediandaxueshi
宣和殿待制	xuanhediandaizhi
宣和殿学士	xuanhedianxueshi
宣徽北院使	xuanhuibeiyuanshi
宣徽南院使	xuanhuinanyuanshi
延康殿学士	yankangdianxueshi
右计司判官	youjisipanguan
右计司十道判官	youjisishidaopanguan
右文殿修撰	youwendianxiuzhuan
右厢提点司	youxiangtidiansi
在京都粮料使	zaijingduliangliaoshi
在京估马司	zaijinggumasi
昭文馆大学士	zhaowenguandaxueshi
正群牧判官	zhengqunmupanguan
郑州原武监	zhengzhouyuanwujian
知三司推勘院事	zhisansituikanyuanshi
制置群牧使	zhizhiqunmushi
中牟县淳泽监	zhongmuxianchunzejian
诸司粮料院	zhusiliangliaoyuan
主辖支收司	zhuxiazhishousi
紫宸殿学士	zichendianxueshi
资政殿大学士	zizhengdiandaxueshi
资政殿学士	zizhengdianxueshi
总计度司判官	zongjidusipanguan
左计司判官	zuojisipanguan
左计司十道判官	zuojisishidaopanguan
东京梦华录	dongjingmenghualu
癸巳论语解	guisilunyujie
四书章句集注	sishuzhangjujizhu
完颜阿骨打	wanyanaguda
苕溪渔隐丛话	shaoxiyuyinconghua|tiaoxiyuyinconghua
杯酒释兵权	beijiushibingquan
活字印刷术	huoziyinshuashu
清明上河图	qingmingshanghetu
燕云十六州	yanyunshiliuzhou
耶律阿保机	yelvabaoji
耶律普速完	yelvpusuwan
耶律直鲁古	yelvzhilugu
宝义	baoyi
崇宗	chongzong
大德	dade
大庆	daqing
党项	dangxiang
地方军	difangjun
都统军	dutongjun
府州	fuzhou
副统军	futongjun
甘州	ganzhou
拱化	gonghua
瓜州	guazhou
光定	guangding
韩琦	hanqi
汉学	hanxue
河西	hexi
河西走廊	hexizoulang
贺兰山	helanshan
横山	hengshan
环州	huanzhou
桓宗	huanzong
皇建	huangjian
嘉宁	jianing
监军使	jianjunshi
景泰	jingtai
科举制	kejuzhi
李安全	lianquan
李睍	lixian
李秉常	libingchang
李纯佑	lichunyou
李德旺	lidewang
李谅祚	liliangzuo
李乾顺	liqianshun
李仁孝	lirenxiao
李文贵	liwengui
李遵顼	lizunxu
凉州	liangzhou
刘平	liuping
农田司	nongtiansi
乾定	qianding
榷场	quechang
人庆	renqing
沙州	shazhou
受纳司	shounasi
天盛	tiansheng
天授礼法延祚	tianshoulifayanzuo
天仪治平	tianyizhiping
天佑垂圣	tianyouchuisheng
铁木真	tiemuzhen
渭州	weizhou
文思院	wensiyuan
西凉	xiliang
西夏王陵	xixiawangling
夏州	xiazhou
夏竦	xiasong
献宗	xianzong
献宗李德旺	xianzonglidewang
萧关	xiaoguan
延嗣宁国	yansiningguo
延州	yanzhou
毅宗	yizong
银州	yinzhou
应天	yingtian
雍宁	yongning
永安	yongan
玉门关	yumenguan
元德	yuande
原州	yuanzhou
张元	zhangyuan
贞观	zhenguan
正德	zhengde
中书省	zhongshusheng
兀卒	wuzu
蕃学	fanxue
